"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,52,733,582,584,,,,
,52,734,100,101,,,,
,52,734,106,106,,,,
,52,734,108,108,,,,
,52,734,110,118,,,,
,52,734,121,121,,,,
,52,734,125,129,,,,
,52,734,131,133,,,,
,52,734,135,137,,,,
,52,734,140,143,,,,
,52,734,152,153,,,,
,52,734,155,156,,,,
,52,734,159,162,,,,
,52,734,167,167,,,,
,52,734,225,225,,,,
,52,734,346,346,,,,
,52,734,349,349,,,,
,52,734,524,524,,,,
,52,735,100,101,,,,
,52,735,103,107,,,,
,52,735,109,110,,,,
,52,735,112,113,,,,
,52,735,116,116,,,,
,52,735,120,121,,,,
,52,735,126,128,,,,
,52,735,134,147,,,,
,52,735,149,151,,,,
,52,735,159,159,,,,
,52,735,162,165,,,,
,52,735,169,169,,,,
,52,735,172,174,,,,
,52,735,177,185,,,,
,52,735,188,192,,,,
,52,735,203,210,,,,
,52,735,213,220,,,,
,52,735,238,241,,,,
,52,735,243,254,,,,
,52,735,260,260,,,,
,52,735,278,283,,,,
,52,735,285,285,,,,
,52,735,331,331,,,,
,52,735,350,350,,,,
,52,735,358,359,,,,
,52,735,378,378,,,,
,52,735,390,390,,,,
