"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,52,664,665,666,,,,
,52,664,669,670,,,,
,52,664,673,674,,,,
,52,664,678,678,,,,
,52,664,693,699,,,,
,52,664,708,709,,,,
,52,664,723,733,,,,
,52,664,749,776,,,,
,52,664,778,784,,,,
,52,664,800,805,,,,
,52,664,807,809,,,,
,52,664,814,822,,,,
,52,664,828,828,,,,
,52,664,839,839,,,,
,52,664,850,857,,,,
,52,664,859,859,,,,
,52,664,980,980,,,,
,52,665,104,104,,,,
,52,665,110,110,,,,
,52,665,113,113,,,,
,52,665,118,118,,,,
,52,665,120,121,,,,
,52,665,131,131,,,,
,52,665,133,133,,,,
,52,665,135,138,,,,
,52,665,141,142,,,,
,52,665,146,146,,,,
,52,665,149,150,,,,
,52,665,160,160,,,,
,52,665,177,177,,,,
,52,665,228,228,,,,
,52,665,260,260,,,,
,52,665,391,393,,,,
,52,665,653,653,,,,
,52,665,799,799,,,,
,52,665,845,845,,,,
,52,665,851,851,,,,
,52,667,100,107,,,,
,52,667,117,118,,,,
,52,667,126,127,,,,
,52,667,131,132,,,,
,52,667,136,139,,,,
,52,667,142,145,,,,
,52,667,150,154,,,,
,52,667,160,163,,,,
