"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,52,314,116,119,,,,
,52,314,121,122,,,,
,52,314,124,125,,,,
,52,314,133,133,,,,
,52,314,139,139,,,,
,52,314,142,144,,,,
,52,314,147,150,,,,
,52,314,156,158,,,,
,52,314,160,167,,,,
,52,314,175,175,,,,
,52,314,186,186,,,,
,52,314,197,198,,,,
,52,314,217,219,,,,
,52,314,235,235,,,,
,52,314,338,338,,,,
,52,314,352,353,,,,
,52,314,357,357,,,,
,52,314,376,376,,,,
,52,314,872,872,,,,
,52,315,100,100,,,,
,52,315,104,104,,,,
,52,315,107,110,,,,
,52,315,112,115,,,,
,52,315,125,126,,,,
,52,315,129,129,,,,
,52,315,152,152,,,,
,52,315,168,168,,,,
,52,315,182,182,,,,
,52,316,101,101,,,,
,52,316,104,104,,,,
,52,317,100,101,,,,
,52,317,104,109,,,,
,52,317,111,113,,,,
,52,317,118,121,,,,
,52,317,123,123,,,,
,52,317,125,125,,,,
,52,317,128,129,,,,
,52,317,131,132,,,,
,52,317,135,136,,,,
,52,317,381,381,,,,
,52,317,383,383,,,,
,52,317,385,385,,,,
,52,317,387,389,,,,
,52,317,873,873,,,,
,52,319,102,102,,,,
