"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,52,899,194,194,,,,
,52,899,204,209,,,,
,52,899,211,218,,,,
,52,899,225,225,,,,
,52,899,228,230,,,,
,52,899,244,246,,,,
,52,899,257,259,,,,
,52,899,266,266,,,,
,52,899,386,386,,,,
,52,899,388,389,,,,
,52,899,417,426,,,,
,52,899,449,453,,,,
,52,899,457,461,,,,
,52,899,465,470,,,,
,52,899,490,490,,,,
,52,899,493,499,,,,
,52,899,501,508,,,,
,52,899,542,549,,,,
,52,899,603,603,,,,
,52,899,606,606,,,,
,52,899,754,757,,,,
,52,899,784,784,,,,
,52,899,796,796,,,,
,52,899,857,857,,,,
,52,899,871,873,,,,
,52,899,876,878,,,,
,52,899,899,899,,,,
,52,899,911,913,,,,
,52,899,917,918,,,,
,52,899,927,927,,,,
,52,899,931,931,,,,
,52,899,936,938,,,,
,52,899,941,941,,,,
,52,899,944,945,,,,
,52,899,947,948,,,,
,52,899,950,950,,,,
,52,899,956,956,,,,
,52,899,959,963,,,,
,52,899,967,968,,,,
,52,899,981,984,,,,
,52,913,100,100,,,,
,52,913,102,103,,,,
,52,913,105,111,,,,
,52,913,114,114,,,,
,52,913,116,116,,,,
