"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,52,962,609,609,,,,
,52,962,622,622,,,,
,52,962,624,624,,,,
,52,962,630,630,,,,
,52,962,637,637,,,,
,52,962,695,696,,,,
,52,962,699,699,,,,
,52,962,707,707,,,,
,52,963,100,100,,,,
,52,963,102,106,,,,
,52,963,109,109,,,,
,52,963,112,113,,,,
,52,963,116,116,,,,
,52,963,118,118,,,,
,52,963,120,121,,,,
,52,963,123,127,,,,
,52,963,129,129,,,,
,52,963,131,148,,,,
,52,963,150,151,,,,
,52,963,153,157,,,,
,52,963,159,159,,,,
,52,963,161,174,,,,
,52,963,177,190,,,,
,52,963,208,208,,,,
,52,963,224,233,,,,
,52,963,236,236,,,,
,52,963,239,239,,,,
,52,963,247,252,,,,
,52,963,263,273,,,,
,52,963,281,281,,,,
,52,963,304,313,,,,
,52,963,323,332,,,,
,52,963,344,349,,,,
,52,963,565,565,,,,
,52,963,633,635,,,,
,52,963,703,703,,,,
,52,964,100,100,,,,
,52,964,102,102,,,,
,52,964,106,109,,,,
,52,964,112,116,,,,
,52,964,120,120,,,,
,52,964,126,126,,,,
,52,964,137,139,,,,
,52,964,148,148,,,,
,52,964,282,282,,,,
