Node type,Node ID,GT address / Address range,"IP address /
Address range","IPv6 address /
Address range",Vendor info,"SW / HW
version","UTC
offset"
SGW,R6COR!VGSP,,200.95.162.97,,,,-06:00
SGW,R6OBR1VGSP,,200.95.162.99,,,,-06:00
SGW,R9NEX2VGSP,,200.95.162.101,,,,-06:00
SGW,R9SJN!VGSP,,200.95.162.103,,,,-06:00
PGW,R1ARB1VGSP,,200.95.162.66,,,,-06:00
PGW,R1LOM2VGSP,,200.95.162.68,,,,-06:00
PGW,R2GAR2VGSP,,200.95.162.70,,,,-06:00
PGW,R3YAN1VGSP,,200.95.162.72,,,,-06:00
PGW,R4REV2VGSP,,200.95.162.74,,,,-06:00
PGW,R4MAY2VGP,,200.95.162.76,,,,-06:00
PGW,R6COR!VGSP,,200.95.162.78,,,,-06:00
PGW,R6OBR1VGSP,,200.95.162.80,,,,-06:00
PGW,R9NEX2VGSP,,200.95.162.82,,,,-06:00
PGW,R9SJN!VGSP,,200.95.162.84,,,,-06:00
SGW,R1ARB1VGSP,,200.95.162.86,,,,-06:00
SGW,R1LOM2VGSP,,200.95.162.88,,,,-06:00
SGW,R2GAR2VGSP,,200.95.162.90,,,,-06:00
SGW,R3YAN1VGSP,,200.95.162.92,,,,-06:00
SGW,R4REV2VGSP,,200.95.162.94,,,,-06:00
SGW,R4MAY2VGP,,200.95.162.96,,,,-06:00
SGW,R6COR!VGSP,,200.95.162.98,,,,-06:00
SGW,R6OBR1VGSP,,200.95.162.100,,,,-06:00
SGW,R9NEX2VGSP,,200.95.162.102,,,,-06:00
SGW,R9SJN!VGSP,,200.95.162.104,,,,-06:00
SGSN,r1lomrernfvmme01,,200.95.162.105,,,,-06:00
SGSN,r1arbrernfvmme01,,200.95.162.107,,,,-06:00
SGSN,r2garrernfvmme01,,200.95.162.109,,,,-06:00
SGSN,r2yanrernfvmme01,,200.95.162.111,,,,-06:00
SGSN,r4rvorernfvmme01,,200.95.162.113,,,,-06:00
SGSN,r4myorernfvmme01,,200.95.162.115,,,,-06:00
SGSN,r6orarernfvmme01,,200.95.162.117,,,,-06:00
SGSN,r6corrernfvmme01,,200.95.162.119,,,,-06:00
SGSN,r9nexrernfvmme01,,200.95.162.121,,,,-06:00
SGSN,r9sjnrernfvmme01,,200.95.162.123,,,,-06:00
SGSN,r1lomrernfvmme01,,200.95.162.106,,,,-06:00
SGSN,r1arbrernfvmme01,,200.95.162.108,,,,-06:00
SGSN,r2garrernfvmme01,,200.95.162.110,,,,-06:00
SGSN,r2yanrernfvmme01,,200.95.162.112,,,,-06:00
SGSN,r4rvorernfvmme01,,200.95.162.114,,,,-06:00
SGSN,r4myorernfvmme01,,200.95.162.116,,,,-06:00
SGSN,r6orarernfvmme01,,200.95.162.118,,,,-06:00
SGSN,r6corrernfvmme01,,200.95.162.120,,,,-06:00
SGSN,r9nexrernfvmme01,,200.95.162.122,,,,-06:00
SGSN,r9sjnrernfvmme01,,200.95.162.124,,,,-06:00
MME,r1lomrernfvmme01,,200.95.162.105,,,,-06:00
MME,r1arbrernfvmme01,,200.95.162.107,,,,-06:00
MME,r2garrernfvmme01,,200.95.162.109,,,,-06:00
MME,r2yanrernfvmme01,,200.95.162.111,,,,-06:00
MME,r4rvorernfvmme01,,200.95.162.113,,,,-06:00
MME,r4myorernfvmme01,,200.95.162.115,,,,-06:00
MME,r6orarernfvmme01,,200.95.162.117,,,,-06:00
MME,r6corrernfvmme01,,200.95.162.119,,,,-06:00
MME,r9nexrernfvmme01,,200.95.162.121,,,,-06:00
MME,r9sjnrernfvmme01,,200.95.162.123,,,,-06:00
MME,r1lomrernfvmme01,,200.95.162.106,,,,-06:00
MME,r1arbrernfvmme01,,200.95.162.108,,,,-06:00
MME,r2garrernfvmme01,,200.95.162.110,,,,-06:00
MME,r2yanrernfvmme01,,200.95.162.112,,,,-06:00
MME,r4rvorernfvmme01,,200.95.162.114,,,,-06:00
MGW,r4myorernfvmme01,,200.95.162.116,,,,-06:00
MME,r6orarernfvmme01,,200.95.162.118,,,,-06:00
MME,r6corrernfvmme01,,200.95.162.120,,,,-06:00
MME,r9nexrernfvmme01,,200.95.162.122,,,,-06:00
MME,r9sjnrernfvmme01,,200.95.162.124,,,,-06:00
HLR,LOEHL1,52 94100044060,,,ERICSSON,,-06:00
