Node type,Node ID,GT address / Address range,"IP address /
Address range","IPv6 address /
Address range",Vendor info,"SW / HW
version","UTC
offset"
SGSN,CRZSG2,52 94100015820,200.95.161.89,,Ericsson,,-06:00
SGSN,CRZSG2,52 94100015820,200.95.161.90,,ERICSSON,R14A,-06:00
SGSN,GPESG2,52 94100016820,200.95.161.87,,Ericsson,,-06:00
SGSN,GPESG2,52 94100016820,200.95.161.88,,ERICSSON,R14A,-06:00
SGSN,GUAMM1,52 94100016830,200.95.161.49,,ERICSSON,R14A,-06:00
SGSN,GUAMM1,52 94100016830,200.95.161.50,,ERICSSON,R14A,-06:00
SGSN,BANMM1,52 94100020810,200.95.163.160/28,,HUAWEI,,-06:00
SGSN,BANMM1,52 94100020810,200.95.163.160/28,,HUAWEI,,-06:00
SGSN,BANMM1,52 94100020810,200.95.163.160/28,,HUAWEI,,-06:00
SGSN,BANMM2,52 94100020820,200.95.163.160/28,,BANDERA,,-06:00
SGSN,PROSG2,52 94100021820,200.95.161.105,,Ericsson,,-06:00
SGSN,TLAMM1,52 94100021820,200.95.161.128/28,,HUAWEI,,-06:00
SGSN,TLAMM1,52 94100021820,200.95.161.128/28,,HUAWEI,,-06:00
SGSN,TLAMM1,52 94100021820,200.95.161.128/28,,HUAWEI,,-06:00
SGSN,PROSG1,52 94100023810,200.95.168.0/27,,Nokia,,-06:00
SGSN,FUEMM1,52 94100024810,200.95.163.176/28,,HUAWEI,,-06:00
SGSN,FUEMM1,52 94100024810,200.95.163.176/28,,HUAWEI,,-06:00
SGSN,FUEMM1,52 94100024810,200.95.163.176/28,,HUAWEI,,-06:00
SGSN,LPPSG4,52 94100030380,201.144.195.139,,Ericsson,,-06:00
SGSN,LPPMM1,52 94100030390,201.144.195.240,,HUAWEI,,-06:00
SGSN,LPPMM1,52 94100030390,201.144.195.240,,HUAWEI,,-06:00
SGSN,LPPMM1,52 94100030390,201.144.195.240,,HUAWEI,,-06:00
SGSN,MANMM1,52 94100033810,201.144.195.86,,ERICSSON,R14A,-06:00
SGSN,MANMM1,52 94100033810,201.144.195.87,,ERICSSON,R14A,-06:00
SGSN,MANSG2,52 94100033820,201.144.195.75,,NSN,,-06:00
SGSN,MANSG2,52 94100033820,201.144.195.76,,ERICSSON,R14A,-06:00
SGSN,CICSG2,52 94100037820,201.134.179.74,,Ericsson,,-06:00
SGSN,LOMSG3,52 94100044830,201.134.179.8,,Ericsson,,-06:00
SGSN,VHESG2,52 94100048820,201.144.195.205,,Ericsson,,-06:00
SGSN,CLNSG3,52 94100050830,201.144.195.8,,Ericsson,,-06:00
SGSN,TEPMM1,52 94100054810,200.95.161.144/28,,HUAWEI,,-06:00
SGSN,TEPMM1,52 94100054810,200.95.161.144/28,,HUAWEI,,-06:00
SGSN,TEPMM1,52 94100054810,200.95.161.144/28,,HUAWEI,,-06:00
SGSN,TEPMM2,52 94100054820,200.95.161.144/28,,HUAWEI,,-06:00
SGSN,ECASG2,52 94100056820,201.134.179.90,,Ericsson,,-06:00
SGSN,ECASG2,52 94100056820,201.134.179.91,,ERICSSON,R14A,-06:00
SGSN,MARSG3,52 94100058830,201.144.195.73,,Ericsson,,-06:00
SGSN,MARSG3,52 94100058830,201.144.195.74,,ERICSSON,R14A,-06:00
SGSN,FTEMM1,52 94100059840,201.144.195.143,,HUAWEI,,-06:00
SGSN,FTEMM1,52 94100059840,201.144.195.143,,HUAWEI,,-06:00
SGSN,FTEMM1,52 94100059840,201.144.195.143,,HUAWEI,,-06:00
SGSN,MONSG4,52 94100060380,201.144.195.203,,Ericsson,,-06:00
SGSN,GARSG2,52 94100061820,201.144.195.10,,Ericsson,,-06:00
SGSN,CENSG3,52 94100071830,201.134.179.72,,Ericsson,,-06:00
SGSN,CASMM1,52 94100077810,200.95.163.192/28,,HUAWEI,,-06:00
SGSN,CASMM1,52 94100077810,200.95.163.192/28,,HUAWEI,,-06:00
SGSN,CASMM1,52 94100077810,200.95.163.192/28,,HUAWEI,,-06:00
SGSN,CACRN1,52 94100079810,201.134.179.10,,Ericsson,,-06:00
SGSN,CACSG1,52 94100079810,201.134.179.10/32,,ERICSSON,,-06:00
SGSN,CACSG1,52 94100079810,201.134.179.11/32,,ERICSSON,,-06:00
SGSN,SIXSG1,52 94100089810,201.144.195.100,,Ericsson,,-06:00
SGSN,GANMM1,52 94100091810,201.144.195.88,,ERICSSON,R14A,-06:00
SGSN,GANMM1,52 94100091810,201.144.195.89,,ERICSSON,R14A,-06:00
SGSN,LERSG2,52 94100106820,201.144.195.141,,Ericsson,,-06:00
SGSN,FTEMM2,52 94100127470,201.144.195.144,,HUAWEI,,-06:00
SGSN,LPPMM2,52 94100129100,201.144.195.241,,HUAWEI,,-06:00
SGSN,YAXMM1,52 94100140810,200.95.163.208/28,,HUAWEI,,-06:00
SGSN,YAXMM1,52 94100140810,200.95.163.208/28,,HUAWEI,,-06:00
SGSN,YAXMM1,52 94100140810,200.95.163.208/28,,HUAWEI,,-06:00
SGW,ARBSG1,,201.134.179.22,,CISCO,,-06:00
SGW,ARBSG1,,201.134.179.26,,,,-06:00
SGW,CASSG1,,201.144.195.218,,,,-06:00
SGW,CASSG1,,201.144.195.219,,,,-06:00
SGW,CLNSG1,,201.144.195.24,,,,-06:00
SGW,CLNSG1,,201.144.195.26,,,,-06:00
