"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,52,312,167,171,,,,
,52,312,180,181,,,,
,52,312,187,191,,,,
,52,312,193,202,,,,
,52,312,212,212,,,,
,52,312,221,221,,,,
,52,312,239,239,,,,
,52,312,241,245,,,,
,52,312,270,273,,,,
,52,312,285,285,,,,
,52,312,298,299,,,,
,52,312,302,303,,,,
,52,312,305,305,,,,
,52,312,309,311,,,,
,52,312,315,315,,,,
,52,312,317,317,,,,
,52,312,319,320,,,,
,52,312,339,339,,,,
,52,312,385,385,,,,
,52,312,554,554,,,,
,52,312,593,595,,,,
,52,312,943,943,,,,
,52,313,100,100,,,,
,52,313,102,102,,,,
,52,313,106,106,,,,
,52,313,108,108,,,,
,52,313,111,113,,,,
,52,313,115,115,,,,
,52,313,118,119,,,,
,52,313,126,126,,,,
,52,313,135,139,,,,
,52,313,141,144,,,,
,52,313,146,150,,,,
,52,313,158,159,,,,
,52,313,172,172,,,,
,52,313,191,193,,,,
,52,313,212,212,,,,
,52,313,219,219,,,,
,52,313,322,322,,,,
,52,313,328,329,,,,
,52,313,730,730,,,,
,52,313,961,962,,,,
,52,314,100,103,,,,
,52,314,106,106,,,,
,52,314,109,109,,,,
