"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,52,452,480,480,,,,
,52,452,500,500,,,,
,52,452,505,505,,,,
,52,452,517,518,,,,
,52,452,520,521,,,,
,52,452,525,526,,,,
,52,452,529,529,,,,
,52,452,545,545,,,,
,52,453,100,105,,,,
,52,453,107,111,,,,
,52,453,114,119,,,,
,52,453,121,122,,,,
,52,453,126,126,,,,
,52,453,128,128,,,,
,52,453,131,134,,,,
,52,453,137,141,,,,
,52,453,144,146,,,,
,52,453,148,148,,,,
,52,453,150,159,,,,
,52,453,180,180,,,,
,52,453,226,228,,,,
,52,453,247,247,,,,
,52,453,515,516,,,,
,52,453,530,532,,,,
,52,453,539,539,,,,
,52,454,102,102,,,,
,52,454,105,105,,,,
,52,455,101,101,,,,
,52,455,105,105,,,,
,52,455,109,109,,,,
,52,456,100,101,,,,
,52,456,103,103,,,,
,52,456,108,109,,,,
,52,456,111,111,,,,
,52,456,114,114,,,,
,52,456,117,117,,,,
,52,456,123,123,,,,
,52,456,128,129,,,,
,52,456,132,132,,,,
,52,456,135,135,,,,
,52,456,138,139,,,,
,52,456,148,148,,,,
,52,456,151,151,,,,
,52,456,161,162,,,,
,52,456,186,188,,,,
