"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,52,775,113,114,,,,
,52,775,118,131,,,,
,52,775,133,139,,,,
,52,775,144,146,,,,
,52,775,149,152,,,,
,52,775,154,159,,,,
,52,775,161,167,,,,
,52,775,181,191,,,,
,52,775,207,207,,,,
,52,775,213,213,,,,
,52,775,234,239,,,,
,52,775,246,246,,,,
,52,775,277,277,,,,
,52,775,295,295,,,,
,52,775,706,707,,,,
,52,775,750,750,,,,
,52,775,756,756,,,,
,52,775,758,759,,,,
,52,775,784,784,,,,
,52,776,100,101,,,,
,52,776,105,107,,,,
,52,776,110,110,,,,
,52,776,112,114,,,,
,52,776,120,124,,,,
,52,776,130,130,,,,
,52,776,134,135,,,,
,52,776,143,143,,,,
,52,776,153,154,,,,
,52,776,169,169,,,,
,52,776,188,189,,,,
,52,776,767,767,,,,
,52,776,769,769,,,,
,52,777,103,112,,,,
,52,777,128,129,,,,
,52,777,131,137,,,,
,52,777,139,141,,,,
,52,777,159,159,,,,
,52,777,161,163,,,,
,52,777,175,175,,,,
,52,777,179,181,,,,
,52,777,184,185,,,,
,52,777,188,192,,,,
,52,777,205,207,,,,
,52,777,209,220,,,,
,52,777,222,225,,,,
