"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,52,821,139,143,,,,
,52,821,145,146,,,,
,52,821,149,149,,,,
,52,821,157,157,,,,
,52,821,159,160,,,,
,52,821,191,192,,,,
,52,821,211,211,,,,
,52,821,219,219,,,,
,52,821,226,226,,,,
,52,823,102,102,,,,
,52,823,107,107,,,,
,52,823,109,110,,,,
,52,823,112,112,,,,
,52,823,117,117,,,,
,52,824,100,100,,,,
,52,824,102,102,,,,
,52,824,105,106,,,,
,52,824,126,126,,,,
,52,824,133,133,,,,
,52,824,175,175,,,,
,52,824,177,177,,,,
,52,824,620,620,,,,
,52,825,100,100,,,,
,52,825,113,113,,,,
,52,826,100,101,,,,
,52,826,103,103,,,,
,52,826,106,106,,,,
,52,826,108,108,,,,
,52,826,114,115,,,,
,52,826,123,123,,,,
,52,826,125,127,,,,
,52,826,129,129,,,,
,52,826,135,135,,,,
,52,826,150,152,,,,
,52,826,154,155,,,,
,52,826,158,158,,,,
,52,826,161,162,,,,
,52,826,168,171,,,,
,52,826,195,196,,,,
,52,826,213,213,,,,
,52,826,224,224,,,,
,52,826,261,262,,,,
,52,826,264,265,,,,
,52,826,769,769,,,,
,52,828,100,101,,,,
