"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,52,777,227,227,,,,
,52,777,231,236,,,,
,52,777,240,240,,,,
,52,777,249,249,,,,
,52,777,256,260,,,,
,52,777,262,262,,,,
,52,777,265,269,,,,
,52,777,300,300,,,,
,52,777,304,305,,,,
,52,777,307,307,,,,
,52,777,327,327,,,,
,52,777,340,340,,,,
,52,777,367,367,,,,
,52,777,371,371,,,,
,52,777,376,377,,,,
,52,777,379,379,,,,
,52,777,384,384,,,,
,52,777,387,389,,,,
,52,777,417,418,,,,
,52,777,428,430,,,,
,52,777,432,432,,,,
,52,777,436,436,,,,
,52,777,438,453,,,,
,52,777,457,460,,,,
,52,777,471,471,,,,
,52,777,475,475,,,,
,52,777,496,504,,,,
,52,777,506,506,,,,
,52,777,513,515,,,,
,52,777,522,523,,,,
,52,777,585,585,,,,
,52,777,639,639,,,,
,52,777,683,683,,,,
,52,777,703,703,,,,
,52,777,714,715,,,,
,52,777,757,757,,,,
,52,777,787,790,,,,
,52,777,823,824,,,,
,52,777,833,833,,,,
,52,777,898,898,,,,
,52,777,930,932,,,,
,52,778,105,105,,,,
,52,778,107,107,,,,
,52,779,105,105,,,,
,52,779,119,119,,,,
