Node type,Node ID,GT address / Address range,"IP address /
Address range","IPv6 address /
Address range",Vendor info,"SW / HW
version","UTC
offset"
GGSN,R8CAS1VGSP,,200.95.160.173/32,,,,-06:00
GGSN,R8CAS1VGSP,,200.95.160.174/32,,,,-06:00
GGSN,R8CAS1VGSP,,200.95.160.175/32,,,,-06:00
GGSN,R8CAS1VGSP,,200.95.160.176/32,,,,-06:00
GGSN,R8CAS1VGSP,,200.95.160.177/32,,,,-06:00
GGSN,R8CAS1VGSP,,200.95.160.178/32,,,,-06:00
GGSN,R8CAS1VGSP,,200.95.160.179/32,,,,-06:00
GGSN,R8CAS1VGSP,,200.95.160.180/32,,,,-06:00
GGSN,R8PLZ1VGGSN,,200.95.160.149/32,,,,-06:00
GGSN,R8PLZ1VGGSN,,200.95.160.150/32,,,,-06:00
GGSN,R8PLZ1VGGSN,,200.95.160.151/32,,,,-06:00
GGSN,R8PLZ1VGGSN,,200.95.160.152/32,,,,-06:00
GGSN,R8PLZ1VGGSN,,200.95.160.153/32,,,,-06:00
GGSN,R8PLZ1VGSP,,200.95.160.128/32,,,,-06:00
GGSN,R8PLZ1VGSP,,200.95.160.129/32,,,,-06:00
GGSN,R8PLZ1VGSP,,200.95.160.130/32,,,,-06:00
GGSN,R8PLZ1VGSP,,200.95.160.131/32,,,,-06:00
GGSN,R8PLZ1VGSP,,200.95.160.132/32,,,,-06:00
GGSN,R8PLZ1VGSP,,200.95.160.133/32,,,,-06:00
GGSN,R8PLZ1VGSP,,200.95.160.134/32,,,,-06:00
GGSN,R8PLZ1VGSP,,200.95.160.135/32,,,,-06:00
GGSN,R8PLZ1VGSP,,200.95.160.136/32,,,,-06:00
GGSN,R8PLZ1VGSP,,200.95.160.137/32,,,,-06:00
GGSN,R8PLZ1VGSP,,200.95.160.138/32,,,,-06:00
GGSN,R8PLZ1VGSP,,200.95.160.139/32,,,,-06:00
GGSN,R8PLZ1VGSP,,200.95.160.140/32,,,,-06:00
GGSN,R8PLZ1VGSP,,200.95.160.141/32,,,,-06:00
GGSN,R8PLZ1VGSP,,200.95.160.142/32,,,,-06:00
GGSN,R8PLZ1VGSP,,200.95.160.143/32,,,,-06:00
GGSN,R8PLZ1VGSP,,200.95.160.144/32,,,,-06:00
GGSN,R8PLZ1VGSP,,200.95.160.145/32,,,,-06:00
GGSN,R8PLZ1VGSP,,200.95.160.146/32,,,,-06:00
GGSN,R8PLZ1VGSP,,200.95.160.147/32,,,,-06:00
GGSN,R8PLZ1VGSP,,200.95.160.148/32,,,,-06:00
GGSN,Nextengo 3,,201.144.195.117/32,,,,-06:00
GGSN,Vallejo 3,,201.144.195.123/32,,,,-06:00
GGSN,R1LOM1GSP,,200.95.160.8/32,,Ericsson,,-06:00
GGSN,R1LOM1GSP,,200.95.160.9/32,,Ericsson,,-06:00
GGSN,R1LOM1GSP,,200.95.160.10/32,,Ericsson,,-06:00
GGSN,R1LOM1GSP,,200.95.160.11/32,,Ericsson,,-06:00
GGSN,R2GAR1VGSP,,10.16.255.19,,Ericsson,,-06:00
GGSN,R2GAR1VGSP,,10.16.255.18,,Ericsson,,-06:00
GGSN,R2GAR1VGSP,,200.95.160.84,,Ericsson,,-06:00
GGSN,R2GAR1VGSP,,200.95.160.85,,Ericsson,,-06:00
GGSN,R2GAR1VGSP,,200.95.160.200,,Ericsson,,-06:00
GGSN,R2GAR1VGSP,,200.95.160.86,,Ericsson,,-06:00
GGSN,R2CAL1VGSP,,10.24.255.23,,Ericsson,,-06:00
GGSN,R2CAL1VGSP,,10.24.255.22,,Ericsson,,-06:00
GGSN,R2CAL1VGSP,,200.95.160.114,,Ericsson,,-06:00
GGSN,R2CAL1VGSP,,200.95.160.115,,Ericsson,,-06:00
GGSN,R2CAL1VGSP,,200.95.160.192,,Ericsson,,-06:00
GGSN,R2CAL1VGSP,,200.95.160.116,,Ericsson,,-06:00
GGSN,R9NEX1VGSP,,201.144.195.102/32,,,,-06:00
PGW,R9NEX1VGSP,,201.144.195.106/32,,,,-06:00
GGSN,R9POR1VGSP,,201.144.195.100/32,,,,-06:00
GGSN,R9POR1VGSP,,201.144.195.118/32,,,,-06:00
GGSN,R4REV2VGSP,,200.95.161.93/32,,,,-06:00
GGSN,R4REV2VGSP,,201.144.195.234/32,,,,-06:00
GGSN,R1LOM1VGSP,,201.134.179.27/32,,,,-06:00
GGSN,R1LOM1VGSP,,201.134.179.29/32,,,,-06:00
HLR,MEXGH1,52 94100001010,,,Ericsson,R9.1,-06:00
HLR,MEXGHD,52 94100001020,,,Ericsson,,-06:00
HLR,MEXGH2,52 94100002010,,,Ericsson,R9.1,-06:00
HLR,MEXGH6,52 94100003010,,,Ericsson,R9.1,-06:00
HLR,MEXHF2,52 94100003020,,,ERICSSON,15A,-06:00
