"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,52,231,319,319,,,,
,52,231,322,322,,,,
,52,231,329,329,,,,
,52,232,100,101,,,,
,52,232,104,104,,,,
,52,232,109,110,,,,
,52,232,112,113,,,,
,52,232,115,115,,,,
,52,232,118,118,,,,
,52,232,120,120,,,,
,52,232,123,127,,,,
,52,232,133,135,,,,
,52,232,142,143,,,,
,52,232,146,150,,,,
,52,232,153,157,,,,
,52,232,181,181,,,,
,52,232,197,198,,,,
,52,232,207,207,,,,
,52,232,228,228,,,,
,52,232,321,323,,,,
,52,232,329,329,,,,
,52,232,439,439,,,,
,52,233,101,132,,,,
,52,233,134,136,,,,
,52,233,141,141,,,,
,52,233,143,148,,,,
,52,233,150,153,,,,
,52,233,759,759,,,,
,52,235,100,101,,,,
,52,235,103,115,,,,
,52,235,118,118,,,,
,52,235,122,122,,,,
,52,235,125,125,,,,
,52,236,100,100,,,,
,52,236,102,124,,,,
,52,236,127,127,,,,
,52,236,130,132,,,,
,52,236,135,136,,,,
,52,237,100,100,,,,
,52,237,105,114,,,,
,52,237,116,116,,,,
,52,237,120,120,,,,
,52,237,124,124,,,,
,52,238,100,104,,,,
,52,238,108,110,,,,
