"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,52,834,115,118,,,,
,52,834,126,126,,,,
,52,834,130,131,,,,
,52,834,133,133,,,,
,52,834,138,139,,,,
,52,834,141,141,,,,
,52,834,143,145,,,,
,52,834,147,151,,,,
,52,834,154,155,,,,
,52,834,165,167,,,,
,52,834,175,175,,,,
,52,834,189,189,,,,
,52,834,245,247,,,,
,52,834,249,249,,,,
,52,834,251,259,,,,
,52,834,267,276,,,,
,52,834,292,293,,,,
,52,834,300,301,,,,
,52,834,304,304,,,,
,52,834,307,309,,,,
,52,834,311,311,,,,
,52,834,322,322,,,,
,52,834,350,355,,,,
,52,834,373,375,,,,
,52,834,402,403,,,,
,52,834,424,429,,,,
,52,834,441,442,,,,
,52,834,459,460,,,,
,52,834,475,477,,,,
,52,834,501,503,,,,
,52,834,852,853,,,,
,52,835,100,100,,,,
,52,835,103,103,,,,
,52,835,107,108,,,,
,52,835,110,110,,,,
,52,835,113,113,,,,
,52,835,116,116,,,,
,52,835,321,321,,,,
,52,836,100,100,,,,
,52,836,104,104,,,,
,52,836,108,108,,,,
,52,836,111,111,,,,
,52,836,116,116,,,,
,52,836,119,122,,,,
,52,836,124,124,,,,
