"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,52,341,411,411,,,,
,52,341,419,420,,,,
,52,341,436,437,,,,
,52,341,439,439,,,,
,52,341,878,879,,,,
,52,341,886,886,,,,
,52,342,100,101,,,,
,52,342,103,103,,,,
,52,342,105,105,,,,
,52,342,108,110,,,,
,52,342,112,112,,,,
,52,342,114,114,,,,
,52,342,117,117,,,,
,52,342,120,122,,,,
,52,343,102,102,,,,
,52,343,106,106,,,,
,52,344,101,101,,,,
,52,344,103,106,,,,
,52,344,109,109,,,,
,52,344,112,112,,,,
,52,344,116,116,,,,
,52,345,101,101,,,,
,52,345,105,105,,,,
,52,346,100,100,,,,
,52,346,102,103,,,,
,52,346,105,105,,,,
,52,346,109,109,,,,
,52,346,111,113,,,,
,52,346,115,115,,,,
,52,346,117,117,,,,
,52,346,123,124,,,,
,52,346,700,700,,,,
,52,347,101,101,,,,
,52,347,104,107,,,,
,52,347,109,111,,,,
,52,347,113,113,,,,
,52,347,115,115,,,,
,52,347,118,118,,,,
,52,347,121,121,,,,
,52,348,100,100,,,,
,52,348,104,104,,,,
,52,348,106,108,,,,
,52,348,111,111,,,,
,52,348,113,114,,,,
,52,348,116,116,,,,
