"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,52,248,292,292,,,,
,52,248,486,486,,,,
,52,248,488,489,,,,
,52,248,491,492,,,,
,52,249,100,102,,,,
,52,249,105,105,,,,
,52,249,108,108,,,,
,52,249,110,116,,,,
,52,249,118,119,,,,
,52,249,121,122,,,,
,52,249,128,131,,,,
,52,249,134,141,,,,
,52,249,144,144,,,,
,52,249,150,152,,,,
,52,249,156,157,,,,
,52,249,159,164,,,,
,52,249,170,177,,,,
,52,249,182,187,,,,
,52,249,194,194,,,,
,52,249,209,214,,,,
,52,249,227,227,,,,
,52,249,242,244,,,,
,52,249,246,246,,,,
,52,249,999,999,,,,
,52,271,100,105,,,,
,52,271,107,109,,,,
,52,271,113,114,,,,
,52,271,120,120,,,,
,52,271,122,128,,,,
,52,271,133,135,,,,
,52,271,139,140,,,,
,52,271,152,153,,,,
,52,271,178,180,,,,
,52,271,183,185,,,,
,52,271,190,198,,,,
,52,271,205,208,,,,
,52,271,212,215,,,,
,52,271,229,231,,,,
,52,271,242,246,,,,
,52,271,263,266,,,,
,52,271,283,284,,,,
,52,271,296,296,,,,
,52,271,312,317,,,,
,52,271,335,336,,,,
,52,271,700,700,,,,
