"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,52,722,380,382,,,,
,52,722,387,400,,,,
,52,722,403,415,,,,
,52,722,417,431,,,,
,52,722,443,445,,,,
,52,722,455,461,,,,
,52,722,463,468,,,,
,52,722,470,471,,,,
,52,722,473,476,,,,
,52,722,493,499,,,,
,52,722,501,506,,,,
,52,722,510,514,,,,
,52,722,516,521,,,,
,52,722,530,539,,,,
,52,722,545,547,,,,
,52,722,549,569,,,,
,52,722,592,592,,,,
,52,722,594,595,,,,
,52,722,597,598,,,,
,52,722,600,623,,,,
,52,722,638,647,,,,
,52,722,661,687,,,,
,52,722,691,698,,,,
,52,722,781,787,,,,
,52,722,789,799,,,,
,52,722,801,851,,,,
,52,722,869,869,,,,
,52,722,915,915,,,,
,52,723,104,105,,,,
,52,723,107,107,,,,
,52,723,111,111,,,,
,52,724,101,103,,,,
,52,724,105,105,,,,
,52,724,108,110,,,,
,52,724,114,117,,,,
,52,725,110,110,,,,
,52,725,116,116,,,,
,52,726,106,106,,,,
,52,726,112,115,,,,
,52,726,121,121,,,,
,52,726,138,138,,,,
,52,726,167,167,,,,
,52,726,972,972,,,,
,52,727,100,100,,,,
,52,727,103,103,,,,
