"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,52,222,747,747,,,,
,52,222,757,759,,,,
,52,222,761,761,,,,
,52,222,770,773,,,,
,52,222,775,776,,,,
,52,222,778,779,,,,
,52,222,795,795,,,,
,52,222,803,814,,,,
,52,222,840,852,,,,
,52,222,861,867,,,,
,52,222,871,872,,,,
,52,222,883,883,,,,
,52,222,895,909,,,,
,52,222,920,932,,,,
,52,222,954,954,,,,
,52,222,965,965,,,,
,52,222,980,980,,,,
,52,222,999,999,,,,
,52,223,100,101,,,,
,52,223,103,103,,,,
,52,223,105,106,,,,
,52,223,108,108,,,,
,52,223,112,117,,,,
,52,223,120,120,,,,
,52,223,122,123,,,,
,52,223,125,126,,,,
,52,223,128,128,,,,
,52,223,130,132,,,,
,52,223,134,134,,,,
,52,223,142,144,,,,
,52,223,152,152,,,,
,52,223,154,154,,,,
,52,223,173,175,,,,
,52,223,274,274,,,,
,52,224,100,100,,,,
,52,224,103,116,,,,
,52,224,118,118,,,,
,52,224,122,122,,,,
,52,224,126,126,,,,
,52,225,100,101,,,,
,52,225,103,105,,,,
,52,225,108,110,,,,
,52,225,112,113,,,,
,52,225,115,115,,,,
,52,225,128,128,,,,
