"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,52,745,102,104,,,,
,52,745,106,128,,,,
,52,745,131,131,,,,
,52,745,134,137,,,,
,52,745,139,141,,,,
,52,746,101,102,,,,
,52,746,106,106,,,,
,52,746,108,114,,,,
,52,746,116,118,,,,
,52,746,120,121,,,,
,52,746,123,123,,,,
,52,746,126,126,,,,
,52,746,129,130,,,,
,52,746,132,132,,,,
,52,746,135,135,,,,
,52,746,137,137,,,,
,52,747,100,102,,,,
,52,747,104,110,,,,
,52,747,115,115,,,,
,52,747,117,119,,,,
,52,747,121,122,,,,
,52,747,124,125,,,,
,52,747,129,133,,,,
,52,747,136,136,,,,
,52,747,140,141,,,,
,52,747,143,143,,,,
,52,747,148,150,,,,
,52,747,159,168,,,,
,52,747,173,177,,,,
,52,747,181,187,,,,
,52,747,189,190,,,,
,52,747,192,195,,,,
,52,747,199,199,,,,
,52,747,218,226,,,,
,52,747,233,233,,,,
,52,747,252,258,,,,
,52,747,273,275,,,,
,52,747,277,277,,,,
,52,747,295,295,,,,
,52,747,305,305,,,,
,52,747,459,459,,,,
,52,747,470,470,,,,
,52,747,499,499,,,,
,52,747,517,517,,,,
,52,747,529,529,,,,
