"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,52,271,704,704,,,,
,52,271,711,711,,,,
,52,271,740,740,,,,
,52,271,749,749,,,,
,52,272,100,102,,,,
,52,272,104,105,,,,
,52,272,107,107,,,,
,52,272,111,111,,,,
,52,272,113,114,,,,
,52,272,117,117,,,,
,52,272,120,120,,,,
,52,272,122,123,,,,
,52,272,126,131,,,,
,52,272,134,135,,,,
,52,272,138,139,,,,
,52,272,141,141,,,,
,52,272,152,154,,,,
,52,272,156,158,,,,
,52,272,168,170,,,,
,52,272,175,176,,,,
,52,272,181,184,,,,
,52,272,187,192,,,,
,52,272,194,200,,,,
,52,272,204,207,,,,
,52,272,224,227,,,,
,52,272,233,237,,,,
,52,272,255,255,,,,
,52,272,258,262,,,,
,52,272,279,284,,,,
,52,272,295,298,,,,
,52,272,309,309,,,,
,52,272,329,330,,,,
,52,272,332,332,,,,
,52,272,334,335,,,,
,52,272,337,337,,,,
,52,272,701,701,,,,
,52,272,705,705,,,,
,52,272,708,708,,,,
,52,272,722,722,,,,
,52,272,782,784,,,,
,52,273,100,102,,,,
,52,273,105,113,,,,
,52,273,115,130,,,,
,52,273,132,135,,,,
,52,273,138,138,,,,
