"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,52,333,397,409,,,,
,52,333,440,477,,,,
,52,333,479,499,,,,
,52,333,502,508,,,,
,52,333,546,549,,,,
,52,333,596,599,,,,
,52,333,626,626,,,,
,52,333,662,662,,,,
,52,333,667,667,,,,
,52,333,677,677,,,,
,52,333,721,724,,,,
,52,333,727,727,,,,
,52,333,744,744,,,,
,52,333,800,800,,,,
,52,333,806,809,,,,
,52,333,814,816,,,,
,52,333,820,822,,,,
,52,333,828,831,,,,
,52,333,841,846,,,,
,52,333,901,905,,,,
,52,333,945,950,,,,
,52,333,952,959,,,,
,52,333,964,973,,,,
,52,333,980,985,,,,
,52,333,993,993,,,,
,52,334,183,186,,,,
,52,334,345,347,,,,
,52,334,385,385,,,,
,52,335,305,305,,,,
,52,335,331,331,,,,
,52,341,100,103,,,,
,52,341,106,108,,,,
,52,341,110,112,,,,
,52,341,114,119,,,,
,52,341,121,122,,,,
,52,341,129,129,,,,
,52,341,134,140,,,,
,52,341,145,151,,,,
,52,341,154,164,,,,
,52,341,176,178,,,,
,52,341,187,187,,,,
,52,341,205,208,,,,
,52,341,215,218,,,,
,52,341,239,242,,,,
,52,341,262,262,,,,
