Node type,Node ID,GT address / Address range,"IP address /
Address range","IPv6 address /
Address range",Vendor info,"SW / HW
version","UTC
offset"
HLR,UDCZ03,52 94100003300,,,ERICSSON,,-06:00
HLR,MEXHF6,52 94100003980,,,ERICSSON,,-06:00
HLR,MEXGH3,52 94100004010,,,Ericsson,R9.1,-06:00
HLR,MEXGH8,52 94100004020,,,Ericsson,R9.1,-06:00
HLR,MEXGHA,52 94100005010,,,Ericsson,R9.1,-06:00
HLR,MEXGHB,52 94100005020,,,Ericsson,R9.1,-06:00
HLR,MEXHF3,52 94100005030,,,ERICSSON,15A,-06:00
HLR,MEXGH4,52 94100008010,,,Ericsson,R9.1,-06:00
HLR,MEXGH7,52 94100009010,,,Ericsson,R9.1,-06:00
HLR,MEXHF1,52 94100009020,,,ERICSSON,15A,-06:00
HLR,MEXGH9,52 94100010010,,,Ericsson,R9.1,-06:00
HLR,MEXGHC,52 94100010020,,,Ericsson,R9.1,-06:00
HLR,MEXGH5,52 94100011010,,,Ericsson,R9.1,-06:00
HLR,TOLHF1,52 94100012010,,,ERICSSON,15A,-06:00
HLR,MTYGH1,52 94100013010,,,Ericsson,R9.1,-06:00
HLR,MTYGH2,52 94100015010,,,Ericsson,R9.1,-06:00
HLR,MTYGH3,52 94100015020,,,Ericsson,R9.1,-06:00
HLR,MTYHF1,52 94100015040,,,ERICSSON,,-06:00
HLR,MTYGH5,52 94100016010,,,Ericsson,R9.1,-06:00
HLR,MTYGH6,52 94100016020,,,Ericsson,,-06:00
HLR,TAMHF1,52 94100018010,,,ERICSSON,15A,-06:00
HLR,GDLGH1,52 94100020010,,,Ericsson,R9.1,-06:00
HLR,GDLGH6,52 94100020020,,,Ericsson,R9.1,-06:00
HLR,GDLGH2,52 94100021010,,,Ericsson,R9.1,-06:00
HLR,GDLGH4,52 94100021020,,,Ericsson,R9.1,-06:00
HLR,GDLGH3,52 94100023010,,,Ericsson,R9.1,-06:00
HLR,GDLGH8,52 94100023030,,,Ericsson,,-06:00
HLR,GDLGH5,52 94100024010,,,Ericsson,R9.1,-06:00
HLR,GDLGH7,52 94100024020,,,Ericsson,,-06:00
HLR,GDLHF1,52 94100024040,,,ERICSSON,15A,-06:00
HLR,XALGH1,52 94100028010,,,Ericsson,,-06:00
HLR,XALHF1,52 94100028980,,,ERICSSON,,-06:00
HLR,OAXGH1,52 94100029010,,,Ericsson,,-06:00
HLR,PUEGH2,52 94100030010,,,Ericsson,R9.1,-06:00
HLR,PUEGH4,52 94100030020,,,Ericsson,R9.1,-06:00
HLR,PUEGH6,52 94100030030,,,Ericsson,R9.1,-06:00
HLR,LEOGH1,52 94100033010,,,Ericsson,R9.1,-06:00
HLR,LEOHF1,52 94100033020,,,ERICSSON,15A,-06:00
HLR,SLPGH1,52 94100035010,,,Ericsson,R9.1,-06:00
HLR,CHIGH1,52 94100037010,,,Ericsson,R9.1,-06:00
HLR,CHIGH3,52 94100037020,,,Ericsson,R9.1,-06:00
HLR,CHIHF1,52 94100037040,,,ERICSSON,15A,-06:00
HLR,TIJGH1,52 94100044010,,,Ericsson,R9.1,-06:00
HLR,TIJHF1,52 94100044030,,,ERICSSON,15A,-06:00
HLR,MERGH1,52 94100046010,,,Ericsson,R9.1,-06:00
HLR,MERGH3,52 94100046020,,,Ericsson,R9.1,-06:00
HLR,MERGH5,52 94100046030,,,Ericsson,,-06:00
HLR,CULGH1,52 94100049010,,,Ericsson,R9.1,-06:00
HLR,HERGH1,52 94100050010,,,Ericsson,R9.1,-06:00
HLR,NOGHF1,52 94100052010,,,ERICSSON,15A,-06:00
HLR,TEPHF1,52 94100054020,,,ERICSSON,15A,-06:00
HLR,TIJGH2,52 94100055010,,,Ericsson,R9.1,-06:00
HLR,MEXGHE,52 94100056010,,,Ericsson,,-06:00
HLR,AGUGH1,52 94100057020,,,Ericsson,,-06:00
HLR,CELHF1,52 94100057030,,,ERICSSON,15A,-06:00
HLR,PUEGH1,52 94100059010,,,Ericsson,R9.1,-06:00
HLR,PUEGH3,52 94100059020,,,Ericsson,R9.1,-06:00
HLR,PUEGH5,52 94100059030,,,Ericsson,R9.1,-06:00
HLR,MERGH2,52 94100060010,,,Ericsson,R9.1,-06:00
HLR,MERGH4,52 94100060020,,,Ericsson,R9.1,-06:00
HLR,MERGH6,52 94100060030,,,Ericsson,,-06:00
HLR,CHIGH2,52 94100071010,,,Ericsson,R9.1,-06:00
HLR,CHIGH4,52 94100071020,,,Ericsson,R9.1,-06:00
HLR,NLAGH1,52 94100073010,,,Ericsson,R9.1,-06:00
HLR,NLAGH2,52 94100073020,,,ERICSSON,,-06:00
