"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,52,755,145,145,,,,
,52,755,158,158,,,,
,52,755,171,172,,,,
,52,755,202,202,,,,
,52,755,556,559,,,,
,52,756,100,100,,,,
,52,756,103,103,,,,
,52,756,105,108,,,,
,52,756,110,120,,,,
,52,756,122,128,,,,
,52,756,130,136,,,,
,52,756,139,139,,,,
,52,756,148,149,,,,
,52,756,164,165,,,,
,52,757,100,100,,,,
,52,757,102,102,,,,
,52,757,105,109,,,,
,52,757,111,126,,,,
,52,757,129,130,,,,
,52,757,132,139,,,,
,52,757,141,141,,,,
,52,757,146,148,,,,
,52,757,151,152,,,,
,52,757,154,156,,,,
,52,757,477,477,,,,
,52,758,100,100,,,,
,52,758,103,105,,,,
,52,758,107,110,,,,
,52,758,112,112,,,,
,52,758,117,117,,,,
,52,759,108,108,,,,
,52,759,111,112,,,,
,52,761,105,105,,,,
,52,762,100,101,,,,
,52,762,107,107,,,,
,52,762,109,109,,,,
,52,762,111,111,,,,
,52,762,114,117,,,,
,52,762,119,122,,,,
,52,762,124,125,,,,
,52,762,128,128,,,,
,52,762,133,133,,,,
,52,762,155,156,,,,
,52,762,167,168,,,,
,52,762,623,623,,,,
