"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,52,668,101,103,,,,
,52,668,111,114,,,,
,52,668,116,117,,,,
,52,668,124,125,,,,
,52,668,130,131,,,,
,52,668,136,139,,,,
,52,668,142,146,,,,
,52,668,148,152,,,,
,52,668,156,157,,,,
,52,668,162,164,,,,
,52,668,168,173,,,,
,52,668,183,187,,,,
,52,668,190,199,,,,
,52,668,218,237,,,,
,52,668,241,253,,,,
,52,668,279,279,,,,
,52,668,320,324,,,,
,52,668,358,358,,,,
,52,668,395,397,,,,
,52,668,463,464,,,,
,52,668,480,480,,,,
,52,668,820,820,,,,
,52,668,822,822,,,,
,52,668,825,825,,,,
,52,668,828,829,,,,
,52,668,832,832,,,,
,52,668,836,836,,,,
,52,668,856,856,,,,
,52,668,861,861,,,,
,52,668,863,863,,,,
,52,668,882,882,,,,
,52,668,885,885,,,,
,52,669,100,102,,,,
,52,669,106,106,,,,
,52,669,110,110,,,,
,52,669,116,117,,,,
,52,669,120,120,,,,
,52,669,122,123,,,,
,52,669,127,127,,,,
,52,669,129,129,,,,
,52,669,139,139,,,,
,52,669,141,142,,,,
,52,669,145,155,,,,
,52,669,158,166,,,,
,52,669,196,199,,,,
