"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,52,637,117,117,,,,
,52,637,122,125,,,,
,52,637,129,142,,,,
,52,637,145,146,,,,
,52,637,151,151,,,,
,52,637,370,370,,,,
,52,637,376,376,,,,
,52,637,378,378,,,,
,52,637,935,935,,,,
,52,638,105,105,,,,
,52,638,107,107,,,,
,52,638,109,110,,,,
,52,638,112,114,,,,
,52,638,116,116,,,,
,52,638,123,125,,,,
,52,638,127,128,,,,
,52,638,140,140,,,,
,52,638,156,157,,,,
,52,638,165,165,,,,
,52,638,171,171,,,,
,52,638,185,185,,,,
,52,638,380,380,,,,
,52,638,384,384,,,,
,52,638,386,386,,,,
,52,639,100,102,,,,
,52,639,106,107,,,,
,52,639,110,112,,,,
,52,639,114,115,,,,
,52,639,117,117,,,,
,52,639,119,125,,,,
,52,639,128,131,,,,
,52,639,133,134,,,,
,52,639,136,136,,,,
,52,639,147,150,,,,
,52,639,154,155,,,,
,52,639,159,163,,,,
,52,639,165,170,,,,
,52,639,172,177,,,,
,52,639,184,184,,,,
,52,639,188,194,,,,
,52,639,207,207,,,,
,52,639,230,233,,,,
,52,639,261,261,,,,
,52,639,398,399,,,,
,52,639,465,465,,,,
