Node type,Node ID,GT address / Address range,"IP address /
Address range","IPv6 address /
Address range",Vendor info,"SW / HW
version","UTC
offset"
MSC/VLR,HERGS2,52 94100050110,,,Ericsson,"HW MSC
336&448&560,
SW R9.1
and MSC 6,
SW:R10",-06:00
MSC/VLR,HERBC1,52 94100050980,,,Ericsson,,-06:00
MSC/VLR,TEPBC1,52 94100054980,,,Ericsson,,-06:00
MSC/VLR,ECASB1,52 94100056110,,,Ericsson,"HW MSC
336&448&560,
SW R9.1
and MSC 6,
SW:R10",-06:00
MSC/VLR,CELSW1,52 94100057120,,,Ericsson,"HW MSC
336&448&560,
SW R9.1
and MSC 6,
SW:R10",-06:00
MSC/VLR,QUEBC1,52 94100058980,,,ERICSSON,,-06:00
MSC/VLR,PUEGS1,52 94100059110,,,Ericsson,"HW MSC
336&448&560,
SW R9.1
and MSC 6,
SW:R10",-06:00
MSC/VLR,Fuertes Server,52 94100059130,,,Ericsson,"HW MSC
336&448&560,
SW R9.1
and MSC 6,
SW:R10",-06:00
MSC/VLR,PUEBC1,52 94100059980,,,Ericsson,,-06:00
MSC/VLR,JUAGS1,52 94100070110,,,Ericsson,"HW MSC
336&448&560,
SW R9.1
and MSC 6,
SW:R10",-06:00
MSC/VLR,JUABC1,52 94100070980,,,ERICSSON,,-06:00
MSC/VLR,CHIGS2,52 94100071110,,,Ericsson,"HW MSC
336&448&560,
SW R9.1
and MSC 6,
SW:R10",-06:00
MSC/VLR,CHISW2,52 94100071120,,,Ericsson,"HW MSC
336&448&560,
SW R9.1
and MSC 6,
SW:R10",-06:00
MSC/VLR,CHIBC1,52 94100071980,,,ERICSSON,,-06:00
MSC/VLR,NLABC1,52 94100073980,,,,,-06:00
MSC/VLR,VHEGS2,52 94100075110,,,Ericsson,"HW MSC
336&448&560,
SW R9.1
and MSC 6,
SW:R10",-06:00
MSC/VLR,VHEGS2,52 94100075110,,,Ericsson,"HW MSC
336&448&560,
SW R9.1
and MSC 6,
SW:R10",-06:00
MSC/VLR,VHESW2,52 94100075120,,,Ericsson,"HW MSC
336&448&560,
SW R9.1
and MSC 6,
SW:R10",-06:00
MSC/VLR,VHEBC1,52 94100075980,,,Ericsson,,-06:00
MSC/VLR,CANGS2,52 94100077110,,,Ericsson,"HW MSC
336&448&560,
SW R9.1
and MSC 6,
SW:R10",-06:00
MSC/VLR,CANSW2,52 94100077120,,,Ericsson,"HW MSC
336&448&560,
SW R9.1
and MSC 6,
SW:R10",-06:00
MSC/VLR,CANBC1,52 94100077980,,,Ericsson,,-06:00
MSC/VLR,LMOBC1,52 94100078980,,,ERICSSON,,-06:00
