"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,52,673,130,130,,,,
,52,673,133,135,,,,
,52,673,138,138,,,,
,52,673,140,144,,,,
,52,673,147,149,,,,
,52,673,160,160,,,,
,52,673,230,230,,,,
,52,673,472,472,,,,
,52,673,738,739,,,,
,52,673,852,852,,,,
,52,674,100,101,,,,
,52,674,105,107,,,,
,52,674,110,113,,,,
,52,674,116,117,,,,
,52,674,119,119,,,,
,52,674,125,126,,,,
,52,674,861,861,,,,
,52,675,100,100,,,,
,52,675,102,113,,,,
,52,675,115,116,,,,
,52,675,118,118,,,,
,52,675,122,122,,,,
,52,675,124,124,,,,
,52,675,126,127,,,,
,52,675,129,129,,,,
,52,675,871,871,,,,
,52,676,100,100,,,,
,52,676,104,105,,,,
,52,676,108,114,,,,
,52,676,117,117,,,,
,52,676,122,122,,,,
,52,676,143,143,,,,
,52,676,151,151,,,,
,52,676,880,880,,,,
,52,677,100,100,,,,
,52,677,102,103,,,,
,52,677,105,108,,,,
,52,677,110,113,,,,
,52,677,116,116,,,,
,52,677,119,119,,,,
,52,677,121,121,,,,
,52,677,871,871,,,,
,52,677,879,879,,,,
,52,677,885,885,,,,
,52,686,100,100,,,,
