"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,52,686,105,125,,,,
,52,686,134,135,,,,
,52,686,140,140,,,,
,52,686,147,152,,,,
,52,686,157,158,,,,
,52,686,160,164,,,,
,52,686,170,171,,,,
,52,686,182,182,,,,
,52,686,184,199,,,,
,52,686,201,203,,,,
,52,686,209,216,,,,
,52,686,221,223,,,,
,52,686,225,228,,,,
,52,686,230,234,,,,
,52,686,236,248,,,,
,52,686,261,262,,,,
,52,686,304,314,,,,
,52,686,335,343,,,,
,52,686,345,358,,,,
,52,686,383,401,,,,
,52,686,420,433,,,,
,52,686,435,435,,,,
,52,686,456,456,,,,
,52,686,509,511,,,,
,52,686,524,526,,,,
,52,686,529,529,,,,
,52,686,542,543,,,,
,52,686,547,549,,,,
,52,686,569,570,,,,
,52,686,573,573,,,,
,52,686,578,578,,,,
,52,686,584,584,,,,
,52,686,586,586,,,,
,52,686,589,590,,,,
,52,686,601,608,,,,
,52,686,630,630,,,,
,52,686,632,632,,,,
,52,686,648,650,,,,
,52,686,709,709,,,,
,52,686,734,734,,,,
,52,686,945,946,,,,
,52,687,100,101,,,,
,52,687,106,107,,,,
,52,687,110,110,,,,
,52,687,115,117,,,,
