"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,52,762,625,625,,,,
,52,763,104,104,,,,
,52,763,107,107,,,,
,52,764,100,100,,,,
,52,764,102,105,,,,
,52,764,108,117,,,,
,52,764,119,121,,,,
,52,764,123,123,,,,
,52,764,126,126,,,,
,52,764,129,134,,,,
,52,764,136,138,,,,
,52,764,765,765,,,,
,52,764,767,767,,,,
,52,765,102,103,,,,
,52,765,106,110,,,,
,52,765,112,112,,,,
,52,765,114,116,,,,
,52,765,118,119,,,,
,52,765,121,121,,,,
,52,765,123,123,,,,
,52,765,125,125,,,,
,52,765,129,129,,,,
,52,765,131,131,,,,
,52,765,833,833,,,,
,52,765,839,839,,,,
,52,765,841,841,,,,
,52,766,100,100,,,,
,52,766,102,103,,,,
,52,766,106,106,,,,
,52,766,112,114,,,,
,52,766,117,117,,,,
,52,766,133,133,,,,
,52,766,153,153,,,,
,52,767,100,104,,,,
,52,767,106,108,,,,
,52,767,110,110,,,,
,52,767,112,117,,,,
,52,767,120,121,,,,
,52,767,123,123,,,,
,52,767,130,131,,,,
,52,767,135,135,,,,
,52,767,671,671,,,,
,52,767,679,679,,,,
,52,768,100,101,,,,
,52,768,103,105,,,,
