"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,52,828,105,105,,,,
,52,828,108,108,,,,
,52,828,114,114,,,,
,52,828,118,119,,,,
,52,828,122,122,,,,
,52,828,141,143,,,,
,52,828,146,146,,,,
,52,828,148,148,,,,
,52,828,157,157,,,,
,52,828,173,174,,,,
,52,828,222,222,,,,
,52,828,281,281,,,,
,52,828,289,289,,,,
,52,828,294,294,,,,
,52,828,457,457,,,,
,52,828,768,768,,,,
,52,829,101,101,,,,
,52,829,107,108,,,,
,52,829,115,115,,,,
,52,831,102,102,,,,
,52,831,107,107,,,,
,52,831,110,110,,,,
,52,831,113,116,,,,
,52,831,118,118,,,,
,52,831,151,153,,,,
,52,831,155,155,,,,
,52,831,158,163,,,,
,52,831,172,172,,,,
,52,831,175,177,,,,
,52,831,183,183,,,,
,52,831,228,229,,,,
,52,831,236,238,,,,
,52,831,241,241,,,,
,52,831,254,254,,,,
,52,831,898,898,,,,
,52,832,101,107,,,,
,52,832,110,110,,,,
,52,832,113,113,,,,
,52,832,115,115,,,,
,52,833,100,112,,,,
,52,833,118,121,,,,
,52,833,127,128,,,,
,52,833,134,134,,,,
,52,833,137,138,,,,
,52,833,140,140,,,,
