Node type,Node ID,GT address / Address range,"IP address /
Address range","IPv6 address /
Address range",Vendor info,"SW / HW
version","UTC
offset"
PGW,R1LOM1GSP,,200.95.160.11,,,,-06:00
PGW,R2CLN1GSP,,200.95.160.231,,,,-06:00
PGW,R2CLN1GSP,,200.95.160.232,,,,-06:00
PGW,R2CLN1GSP,,200.95.160.233,,,,-06:00
PGW,R2CLN1GSP,,200.95.160.234,,,,-06:00
PGW,R2CLN1VGSP,,200.95.160.193,,,,-06:00
PGW,R2CLN1VGSP,,200.95.160.194,,,,-06:00
PGW,R2CLN1VGSP,,200.95.160.195,,,,-06:00
PGW,R2CLN1VGSP,,200.95.160.196,,,,-06:00
PGW,R2CLN1VGSP,,200.95.160.197,,,,-06:00
PGW,R2CLN1VGSP,,200.95.160.198,,Ericsson,,-06:00
PGW,R2CLN1VGSP,,200.95.160.114,,Ericsson,,-06:00
PGW,R2CLN1VGSP,,200.95.160.115,,Ericsson,,-06:00
PGW,R2CLN1VGSP,,200.95.160.116,,Ericsson,,-06:00
PGW,R2GAR1VGSP,,200.95.160.201,,Ericsson,,-06:00
PGW,R2GAR1VGSP,,200.95.160.203,,Ericsson,,-06:00
PGW,R2GAR1VGSP,,200.95.160.204,,Ericsson,,-06:00
PGW,R2GAR1VGSP,,200.95.160.205,,Ericsson,,-06:00
PGW,R2GAR1VGSP,,200.95.160.206,,Ericsson,,-06:00
PGW,R2GAR1VGSP,,200.95.160.84,,Ericsson,,-06:00
PGW,R2GAR1VGSP,,200.95.160.85,,Ericsson,,-06:00
PGW,R2GAR1VGSP,,200.95.160.86,,Ericsson,,-06:00
PGW,R4REV1VGSP,,201.144.195.233,,Cisco,,-06:00
PGW,R4REV1VGSP,,201.144.195.236,,Cisco,,-06:00
PGW,R4REV1VGSP,,201.144.195.237,,Cisco,,-06:00
PGW,,,201.134.179.83/32,,,,-06:00
PGW,VALLEJO 3,,201.134.179.82/32,,,,-06:00
PGW,R9NEX1EPDG,,200.95.161.65,,CISCO,,-06:00
PGW,R9NEX1EPDG,,200.95.161.66,,CISCO,,-06:00
PGW,R9NEX1EPDG,,200.95.161.67,,CISCO,,-06:00
PGW,R9VAL1EPDG,,200.95.161.65,,CISCO,,-06:00
PGW,R9VAL1EPDG,,200.95.161.66,,CISCO,,-06:00
PGW,R9VAL1EPDG,,200.95.161.67,,CISCO,,-06:00
PGW,NEXGP1,,201.134.179.92,,CISCO,,-06:00
PGW,NEXGP1,,200.95.161.70,,CISCO,,-06:00
PGW,NEXGP1,,200.95.161.69,,CISCO,,-06:00
PGW,VALGP1,,201.144.195.120,,CISCO,,-06:00
PGW,VALGP1,,200.95.161.72,,CISCO,,-06:00
PGW,VALGP1,,200.95.161.71,,CISCO,,-06:00
PGW,R9NEX1VGSP,,201.144.195.103/32,,,,-06:00
GGSN,R9NEX1VGSP,,201.144.195.107/32,,,,-06:00
PGW,R9POR1VGSP,,201.144.195.101/32,,,,-06:00
PGW,R9POR1VGSP,,201.144.195.127/32,,,,-06:00
PGW,R4REV2VGSP,,200.95.161.94/32,,,,-06:00
PGW,R4REV2VGSP,,201.144.195.235/32,,,,-06:00
PGW,R1LOM1VGSP,,201.134.179.28/32,,,,-06:00
PGW,R1LOM1VGSP,,201.134.179.30/32,,,,-06:00
SCP,CUASC1,52 94100001660,,,Ericsson,R9.1,-06:00
SCP,POPUS1,52 94100005310,,,TANGO,,-06:00
SCP,LOMSC2,52 94100044670,,,Ericsson,R9.1,-06:00
SCP,ITH1OCS,52 94100141690,,,Redknee,,-06:00
SCP,SCP1a-HUB,52 9410011229001,,,-,-,-06:00
SCP,SCP2a-HUB,52 9410011229002,,,-,-,-06:00
SGSN,XOCSG2,52 94100002820,201.144.195.96,,Ericsson,,-06:00
SGSN,XOCSG2,52 94100002820,201.144.195.97,,ERICSSON,R14A,-06:00
SGSN,NEXSG1,52 94100004810,201.134.179.86,,Ericsson,,-06:00
SGSN,NEXSG1,52 94100004810,201.134.179.87,,ERICSSON,R14A,-06:00
SGSN,TECSG2,52 94100006820,201.144.195.98,,Ericsson,,-06:00
SGSN,TECSG2,52 94100006820,201.144.195.99,,ERICSSON,R14A,-06:00
SGSN,NEZSG2,52 94100010820,201.134.179.88,,Ericsson,,-06:00
SGSN,NEZSG2,52 94100010820,201.134.179.89,,ERICSSON,R14A,-06:00
SGSN,URRSG1,52 94100011810,200.95.161.75,,Ericsson,,-06:00
SGSN,URRSG1,52 94100011810,200.95.161.76,,ERICSSON,R14A,-06:00
SGSN,CRZMM1,52 94100015810,200.95.161.85,,ERICSSON,,-06:00
SGSN,CRZMM1,52 94100015810,200.95.161.86,,ERICSSON,,-06:00
