"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,52,664,135,135,,,,
,52,664,151,151,,,,
,52,664,162,169,,,,
,52,664,174,176,,,,
,52,664,188,190,,,,
,52,664,192,194,,,,
,52,664,197,199,,,,
,52,664,201,205,,,,
,52,664,217,219,,,,
,52,664,232,236,,,,
,52,664,248,248,,,,
,52,664,262,264,,,,
,52,664,279,287,,,,
,52,664,291,296,,,,
,52,664,301,320,,,,
,52,664,322,322,,,,
,52,664,327,331,,,,
,52,664,333,342,,,,
,52,664,345,352,,,,
,52,664,354,375,,,,
,52,664,385,389,,,,
,52,664,393,394,,,,
,52,664,398,399,,,,
,52,664,415,415,,,,
,52,664,472,472,,,,
,52,664,483,487,,,,
,52,664,490,511,,,,
,52,664,513,514,,,,
,52,664,516,520,,,,
,52,664,528,529,,,,
,52,664,546,555,,,,
,52,664,566,579,,,,
,52,664,581,592,,,,
,52,664,594,597,,,,
,52,664,599,599,,,,
,52,664,603,605,,,,
,52,664,610,614,,,,
,52,664,616,616,,,,
,52,664,628,628,,,,
,52,664,632,632,,,,
,52,664,640,642,,,,
,52,664,648,648,,,,
,52,664,651,651,,,,
,52,664,654,654,,,,
,52,664,657,657,,,,
