"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,52,771,712,712,,,,
,52,771,720,720,,,,
,52,771,722,722,,,,
,52,771,729,729,,,,
,52,771,772,772,,,,
,52,771,775,775,,,,
,52,771,793,794,,,,
,52,772,101,101,,,,
,52,772,104,106,,,,
,52,772,108,126,,,,
,52,772,128,145,,,,
,52,772,150,161,,,,
,52,772,165,167,,,,
,52,772,173,173,,,,
,52,772,188,190,,,,
,52,772,198,200,,,,
,52,772,229,230,,,,
,52,772,721,721,,,,
,52,772,736,736,,,,
,52,772,749,749,,,,
,52,773,101,111,,,,
,52,773,113,116,,,,
,52,773,119,134,,,,
,52,773,136,140,,,,
,52,773,143,144,,,,
,52,773,147,151,,,,
,52,773,153,158,,,,
,52,773,170,171,,,,
,52,773,175,187,,,,
,52,773,191,191,,,,
,52,773,213,213,,,,
,52,773,239,239,,,,
,52,773,267,267,,,,
,52,773,270,272,,,,
,52,773,680,680,,,,
,52,773,682,682,,,,
,52,773,730,731,,,,
,52,773,734,734,,,,
,52,773,736,736,,,,
,52,773,739,739,,,,
,52,774,105,105,,,,
,52,774,109,109,,,,
,52,775,100,106,,,,
,52,775,109,109,,,,
,52,775,111,111,,,,
