"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,52,285,103,106,,,,
,52,285,108,112,,,,
,52,285,114,115,,,,
,52,285,117,118,,,,
,52,285,121,121,,,,
,52,285,128,128,,,,
,52,285,144,144,,,,
,52,285,550,550,,,,
,52,287,100,101,,,,
,52,287,104,104,,,,
,52,287,107,110,,,,
,52,287,113,113,,,,
,52,287,117,117,,,,
,52,287,120,121,,,,
,52,287,123,125,,,,
,52,287,127,128,,,,
,52,287,131,131,,,,
,52,287,134,134,,,,
,52,287,139,139,,,,
,52,287,141,146,,,,
,52,287,151,155,,,,
,52,287,162,165,,,,
,52,287,171,171,,,,
,52,287,181,184,,,,
,52,287,202,202,,,,
,52,287,217,217,,,,
,52,287,236,236,,,,
,52,287,406,406,,,,
,52,287,881,881,,,,
,52,287,883,883,,,,
,52,287,889,889,,,,
,52,288,100,100,,,,
,52,288,102,102,,,,
,52,288,104,107,,,,
,52,288,110,110,,,,
,52,288,113,113,,,,
,52,288,115,116,,,,
,52,288,118,119,,,,
,52,288,121,121,,,,
,52,288,125,125,,,,
,52,288,128,132,,,,
,52,288,135,136,,,,
,52,288,139,141,,,,
,52,288,157,157,,,,
,52,288,185,185,,,,
