"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,52,456,195,195,,,,
,52,456,197,198,,,,
,52,456,651,651,,,,
,52,457,100,100,,,,
,52,457,102,107,,,,
,52,457,109,109,,,,
,52,457,112,112,,,,
,52,457,115,115,,,,
,52,458,102,107,,,,
,52,458,109,110,,,,
,52,458,115,121,,,,
,52,458,123,124,,,,
,52,458,127,130,,,,
,52,458,132,132,,,,
,52,458,136,136,,,,
,52,458,161,161,,,,
,52,458,989,989,,,,
,52,459,100,100,,,,
,52,459,103,124,,,,
,52,459,127,127,,,,
,52,459,130,130,,,,
,52,459,133,134,,,,
,52,459,136,136,,,,
,52,461,100,101,,,,
,52,461,104,105,,,,
,52,461,107,112,,,,
,52,461,114,117,,,,
,52,461,119,122,,,,
,52,461,124,129,,,,
,52,461,134,134,,,,
,52,461,136,136,,,,
,52,461,138,140,,,,
,52,461,144,147,,,,
,52,461,149,151,,,,
,52,461,169,169,,,,
,52,461,171,173,,,,
,52,461,177,180,,,,
,52,461,182,185,,,,
,52,461,188,191,,,,
,52,461,251,254,,,,
,52,461,265,266,,,,
,52,461,269,277,,,,
,52,461,283,283,,,,
,52,461,294,294,,,,
,52,461,296,299,,,,
