"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,52,984,200,200,,,,
,52,984,202,205,,,,
,52,984,207,219,,,,
,52,984,234,236,,,,
,52,984,238,241,,,,
,52,984,253,256,,,,
,52,984,276,280,,,,
,52,984,291,291,,,,
,52,984,309,323,,,,
,52,984,326,326,,,,
,52,984,362,362,,,,
,52,984,745,745,,,,
,52,984,804,804,,,,
,52,984,806,807,,,,
,52,984,876,877,,,,
,52,984,879,879,,,,
,52,985,100,102,,,,
,52,985,106,109,,,,
,52,985,111,115,,,,
,52,985,121,122,,,,
,52,985,124,127,,,,
,52,985,139,139,,,,
,52,985,146,147,,,,
,52,985,151,151,,,,
,52,985,202,202,,,,
,52,985,227,227,,,,
,52,985,808,808,,,,
,52,985,852,852,,,,
,52,985,858,858,,,,
,52,986,100,100,,,,
,52,986,103,103,,,,
,52,986,105,107,,,,
,52,986,111,114,,,,
,52,986,117,121,,,,
,52,986,126,126,,,,
,52,986,134,134,,,,
,52,986,153,153,,,,
,52,986,161,161,,,,
,52,986,861,861,,,,
,52,986,866,866,,,,
,52,987,100,101,,,,
,52,987,103,103,,,,
,52,987,105,105,,,,
,52,987,107,107,,,,
,52,987,111,114,,,,
