"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,52,727,105,106,,,,
,52,727,108,110,,,,
,52,727,113,113,,,,
,52,727,116,116,,,,
,52,727,119,119,,,,
,52,728,117,118,,,,
,52,728,122,122,,,,
,52,728,124,124,,,,
,52,728,130,130,,,,
,52,729,163,164,,,,
,52,729,223,223,,,,
,52,729,326,326,,,,
,52,729,377,377,,,,
,52,729,402,402,,,,
,52,729,443,445,,,,
,52,729,474,475,,,,
,52,729,503,504,,,,
,52,729,575,577,,,,
,52,729,582,582,,,,
,52,729,737,738,,,,
,52,732,100,100,,,,
,52,732,103,104,,,,
,52,732,106,109,,,,
,52,732,111,119,,,,
,52,732,121,123,,,,
,52,732,126,126,,,,
,52,732,130,132,,,,
,52,733,100,101,,,,
,52,733,106,106,,,,
,52,733,108,109,,,,
,52,733,114,115,,,,
,52,733,117,118,,,,
,52,733,125,128,,,,
,52,733,133,136,,,,
,52,733,141,144,,,,
,52,733,146,149,,,,
,52,733,151,152,,,,
,52,733,155,157,,,,
,52,733,167,170,,,,
,52,733,176,176,,,,
,52,733,188,191,,,,
,52,733,221,221,,,,
,52,733,223,223,,,,
,52,733,336,336,,,,
,52,733,339,339,,,,
