"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,52,319,111,111,,,,
,52,321,100,100,,,,
,52,321,102,103,,,,
,52,321,105,108,,,,
,52,321,110,110,,,,
,52,321,113,113,,,,
,52,321,115,116,,,,
,52,322,100,105,,,,
,52,322,107,109,,,,
,52,322,111,111,,,,
,52,322,116,118,,,,
,52,322,120,121,,,,
,52,322,127,127,,,,
,52,322,131,142,,,,
,52,322,146,152,,,,
,52,322,156,160,,,,
,52,322,168,175,,,,
,52,322,180,183,,,,
,52,322,188,194,,,,
,52,322,198,201,,,,
,52,322,205,205,,,,
,52,322,208,208,,,,
,52,322,210,211,,,,
,52,322,213,216,,,,
,52,322,219,220,,,,
,52,322,227,233,,,,
,52,322,235,245,,,,
,52,322,250,250,,,,
,52,322,258,258,,,,
,52,322,278,278,,,,
,52,322,294,294,,,,
,52,322,301,305,,,,
,52,322,307,307,,,,
,52,322,317,323,,,,
,52,322,348,355,,,,
,52,322,368,374,,,,
,52,322,377,384,,,,
,52,322,395,395,,,,
,52,322,429,429,,,,
,52,322,728,728,,,,
,52,322,779,779,,,,
,52,322,888,889,,,,
,52,323,100,101,,,,
,52,323,104,106,,,,
,52,323,108,108,,,,
