"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,52,958,109,109,,,,
,52,958,111,111,,,,
,52,958,113,113,,,,
,52,958,115,119,,,,
,52,958,122,122,,,,
,52,958,124,125,,,,
,52,958,127,132,,,,
,52,958,136,136,,,,
,52,958,142,144,,,,
,52,958,158,158,,,,
,52,958,173,174,,,,
,52,958,186,188,,,,
,52,958,218,220,,,,
,52,958,222,222,,,,
,52,958,583,585,,,,
,52,958,587,587,,,,
,52,958,589,589,,,,
,52,961,100,103,,,,
,52,961,106,111,,,,
,52,961,113,117,,,,
,52,961,119,120,,,,
,52,961,122,122,,,,
,52,961,124,124,,,,
,52,961,128,138,,,,
,52,961,142,143,,,,
,52,961,150,152,,,,
,52,961,154,156,,,,
,52,961,165,166,,,,
,52,961,168,169,,,,
,52,961,171,182,,,,
,52,961,184,205,,,,
,52,961,214,218,,,,
,52,961,229,236,,,,
,52,961,238,255,,,,
,52,961,265,281,,,,
,52,961,295,304,,,,
,52,961,311,311,,,,
,52,961,313,324,,,,
,52,961,326,338,,,,
,52,961,362,374,,,,
,52,961,398,398,,,,
,52,961,414,414,,,,
,52,961,445,453,,,,
,52,961,455,463,,,,
,52,961,466,466,,,,
