"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,52,615,106,107,,,,
,52,615,109,114,,,,
,52,615,116,116,,,,
,52,615,118,118,,,,
,52,615,121,121,,,,
,52,615,155,155,,,,
,52,615,159,159,,,,
,52,615,161,161,,,,
,52,616,101,101,,,,
,52,616,105,105,,,,
,52,616,107,109,,,,
,52,616,111,113,,,,
,52,616,115,115,,,,
,52,616,117,129,,,,
,52,616,131,131,,,,
,52,616,134,137,,,,
,52,616,139,140,,,,
,52,616,159,159,,,,
,52,616,163,163,,,,
,52,618,100,103,,,,
,52,618,105,113,,,,
,52,618,116,117,,,,
,52,618,119,119,,,,
,52,618,122,123,,,,
,52,618,126,127,,,,
,52,618,131,134,,,,
,52,618,138,138,,,,
,52,618,144,146,,,,
,52,618,149,149,,,,
,52,618,151,159,,,,
,52,618,163,166,,,,
,52,618,168,171,,,,
,52,618,174,174,,,,
,52,618,181,184,,,,
,52,618,187,189,,,,
,52,618,216,223,,,,
,52,618,229,236,,,,
,52,618,256,263,,,,
,52,618,265,279,,,,
,52,618,290,304,,,,
,52,618,307,307,,,,
,52,618,319,334,,,,
,52,618,343,343,,,,
,52,618,361,372,,,,
,52,618,386,386,,,,
