"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,52,964,623,624,,,,
,52,964,627,627,,,,
,52,965,100,100,,,,
,52,965,103,103,,,,
,52,965,105,107,,,,
,52,965,110,110,,,,
,52,965,113,122,,,,
,52,965,124,129,,,,
,52,965,132,132,,,,
,52,965,137,138,,,,
,52,965,141,141,,,,
,52,965,158,158,,,,
,52,965,659,659,,,,
,52,965,697,697,,,,
,52,966,100,102,,,,
,52,966,104,104,,,,
,52,966,106,106,,,,
,52,966,109,109,,,,
,52,966,111,115,,,,
,52,966,117,118,,,,
,52,966,122,123,,,,
,52,966,127,128,,,,
,52,966,134,134,,,,
,52,966,150,150,,,,
,52,966,192,192,,,,
,52,966,218,218,,,,
,52,966,664,666,,,,
,52,967,100,103,,,,
,52,967,106,107,,,,
,52,967,114,115,,,,
,52,967,118,122,,,,
,52,967,124,130,,,,
,52,967,133,142,,,,
,52,967,145,152,,,,
,52,967,154,155,,,,
,52,967,157,170,,,,
,52,967,183,187,,,,
,52,967,190,195,,,,
,52,967,199,199,,,,
,52,967,214,214,,,,
,52,967,229,231,,,,
,52,967,266,266,,,,
,52,967,269,272,,,,
,52,967,286,287,,,,
,52,967,299,302,,,,
