"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,52,747,545,545,,,,
,52,748,100,100,,,,
,52,748,105,107,,,,
,52,748,110,110,,,,
,52,748,113,113,,,,
,52,748,126,126,,,,
,52,749,101,101,,,,
,52,749,103,107,,,,
,52,749,109,110,,,,
,52,749,114,114,,,,
,52,749,117,117,,,,
,52,749,122,122,,,,
,52,749,124,126,,,,
,52,749,129,129,,,,
,52,749,850,850,,,,
,52,753,100,107,,,,
,52,753,109,110,,,,
,52,753,112,112,,,,
,52,753,114,116,,,,
,52,753,118,121,,,,
,52,753,124,124,,,,
,52,753,130,130,,,,
,52,753,136,137,,,,
,52,753,139,149,,,,
,52,753,153,155,,,,
,52,753,157,170,,,,
,52,753,201,201,,,,
,52,753,256,256,,,,
,52,753,533,534,,,,
,52,753,538,539,,,,
,52,754,100,100,,,,
,52,754,103,104,,,,
,52,754,106,110,,,,
,52,754,112,112,,,,
,52,754,114,114,,,,
,52,754,119,119,,,,
,52,755,100,102,,,,
,52,755,104,104,,,,
,52,755,108,108,,,,
,52,755,111,111,,,,
,52,755,113,115,,,,
,52,755,120,121,,,,
,52,755,124,124,,,,
,52,755,127,133,,,,
,52,755,135,143,,,,
