"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,52,844,395,395,,,,
,52,844,419,419,,,,
,52,844,427,427,,,,
,52,844,437,437,,,,
,52,844,443,444,,,,
,52,844,448,449,,,,
,52,844,451,453,,,,
,52,844,455,456,,,,
,52,844,459,461,,,,
,52,844,463,464,,,,
,52,844,487,487,,,,
,52,844,492,499,,,,
,52,844,501,506,,,,
,52,844,526,544,,,,
,52,844,583,592,,,,
,52,844,594,595,,,,
,52,844,597,601,,,,
,52,844,606,609,,,,
,52,844,616,616,,,,
,52,844,622,622,,,,
,52,844,654,655,,,,
,52,844,661,680,,,,
,52,844,806,808,,,,
,52,844,858,858,,,,
,52,844,869,870,,,,
,52,844,879,881,,,,
,52,844,892,893,,,,
,52,845,101,104,,,,
,52,845,106,109,,,,
,52,845,111,111,,,,
,52,845,116,116,,,,
,52,846,100,100,,,,
,52,846,102,102,,,,
,52,846,104,106,,,,
,52,846,108,110,,,,
,52,846,113,117,,,,
,52,846,119,119,,,,
,52,846,122,122,,,,
,52,846,125,125,,,,
,52,846,261,261,,,,
,52,846,899,899,,,,
,52,861,102,102,,,,
,52,861,104,104,,,,
,52,861,108,110,,,,
,52,861,112,113,,,,
