Node type,Node ID,GT address / Address range,"IP address /
Address range","IPv6 address /
Address range",Vendor info,"SW / HW
version","UTC
offset"
SMSC,CUANP3,52 94100150430,,,,,-06:00
SMSC,SMSC1a-HUB,52 9410000144001,,,-,-,-06:00
SMSC,SMSC2a-HUB,52 9410000144002,,,-,-,-06:00
SMSC,SMS1b-HUB,52 9410000144011,,,-,-,-06:00
HSS,HERHS2,52 94100050030,,,ERICSSON,,-06:00
HSS,JUAHS1,52 94100070030,,,ERICSSON,,-06:00
HSS,GDLHS5,52 94100023040,,,ERICSSON,,-06:00
HSS,SLPHS1,52 94100035030,,,ERICSSON,,-06:00
HSS,MERHS1,52 94100160030,,,ERICSSON,,-06:00
HSS,CANHS1,52 94100077030,,,ERICSSON,,-06:00
HSS,MEXHSM,52 94100009030,,,ERICSSON,,-06:00
HSS,MEXHS6,52 94100003030,,,ERICSSON,,-06:00
HSS,MEXHS3,52 94100006030,,,ERICSSON,,-06:00
SGSN,MONMM1,52 94100060810,,,HUAWEI,,-06:00
SGSN,PLZMM1,52 94100046810,,,HUAWEI,,-06:00
HSS,AREHS1,52 94100044070,,,ERICSSON,,-06:00
HSS,LOEHS1,52 94100044080,,,ERICSSON,,-06:00
HSS,GAEHS1,52 94100049090,,,ERICSSON,,-06:00
HSS,YAEHS1,52 94100049100,,,ERICSSON,,-06:00
HSS,RVEHSA,52 94100013050,,,ERICSSON,,-06:00
HSS,MYEHSA,52 94100015160,,,ERICSSON,,-06:00
HSS,RVEHS1,52 94100013060,,,ERICSSON,,-06:00
HSS,MYEHS1,52 94100015170,,,ERICSSON,,-06:00
HSS,COEHS1,52 94100033160,,,ERICSSON,,-06:00
HSS,OREHS1,52 94100033170,,,ERICSSON,,-06:00
HSS,NEEHS1,52 94100004080,,,ERICSSON,,-06:00
HSS,SJEHS1,52 94100004090,,,ERICSSON,,-06:00
HLR,AREHL1,52 94100044050,,,ERICSSON,,-06:00
HLR,LOEHL1,52 94100044060,,,ERICSSON,,-06:00
HLR,GAEHL1,52 94100049070,,,ERICSSON,,-06:00
HLR,YAEHL1,52 94100049080,,,ERICSSON,,-06:00
HLR,RVEHLA,52 94100013030,,,ERICSSON,,-06:00
HLR,MYEHLA,52 94100015140,,,ERICSSON,,-06:00
HLR,RVEHL1,52 94100013040,,,ERICSSON,,-06:00
HLR,MYEHL1,52 94100015150,,,ERICSSON,,-06:00
HLR,COEHL1,52 94100033140,,,ERICSSON,,-06:00
HLR,OREHL1,52 94100033150,,,ERICSSON,,-06:00
HLR,NEEHL1,52 94100004060,,,ERICSSON,,-06:00
HLR,SJEHL1,52 94100004070,,,ERICSSON,,-06:00
GGSN,R9POR1VGSP,,201.144.195.100/32,,,,-06:00
GGSN,R9POR1VGSP,,201.144.195.101/32,,,,-06:00
SGW,R9POR1VGSP,,201.144.195.118/32,,,,-06:00
SGW,R9POR1VGSP,,201.144.195.127/32,,,,-06:00
GGSN,R4REV2VGSP,,200.95.161.93/32,,,,-06:00
GGSN,R4REV2VGSP,,200.95.161.94/32,,,,-06:00
SGW,R4REV2VGSP,,201.144.195.234/32,,,,-06:00
SGW,R4REV2VGSP,,201.144.195.235/32,,,,-06:00
MME,R5FRERHWNFVUSN01,,200.95.164.152,,,,-06:00
MME,R5FRERHWNFVUSN01,,200.95.164.153,,,,-06:00
SGW,R5FRERHWNFVCGW01,,200.95.164.131,,,,-06:00
PGW,R5FRERHWNFVCGW01,,200.95.164.130,,,,-06:00
SGW,R5FRERHWNFVDGW01,,200.95.164.136,,,,-06:00
SGW,R5FRERHWNFVDGW01,,200.95.164.137,,,,-06:00
SGW,R5FRERHWNFVDGW01,,200.95.164.138,,,,-06:00
SGW,R5FRERHWNFVDGW01,,200.95.164.139,,,,-06:00
SGW,R5FRERHWNFVDGW01,,200.95.164.140,,,,-06:00
SGW,R5FRERHWNFVDGW01,,200.95.164.141,,,,-06:00
SGW,R5FRERHWNFVDGW01,,200.95.164.142,,,,-06:00
SGW,R5FRERHWNFVDGW01,,200.95.164.143,,,,-06:00
PGW,R5FRERHWNFVDGW01,,200.95.164.144,,,,-06:00
PGW,R5FRERHWNFVDGW01,,200.95.164.145,,,,-06:00
PGW,R5FRERHWNFVDGW01,,200.95.164.146,,,,-06:00
PGW,R5FRERHWNFVDGW01,,200.95.164.147,,,,-06:00
PGW,R5FRERHWNFVDGW01,,200.95.164.148,,,,-06:00
PGW,R5FRERHWNFVDGW01,,200.95.164.149,,,,-06:00
