Node type,Node ID,GT address / Address range,"IP address /
Address range","IPv6 address /
Address range",Vendor info,"SW / HW
version","UTC
offset"
MME,URRSG1,,200.95.161.77,,ERICSSON,R14A,-06:00
MME,URRSG1,,200.95.161.78,,ERICSSON,R14A,-06:00
MME,XOCSG2,,201.144.195.104,,ERICSSON,R14A,-06:00
MME,XOCSG2,,201.144.195.105,,ERICSSON,R14A,-06:00
MME,YAXMM1,,200.95.163.208/28,,HUAWEI,,-06:00
MME,YAXMM1,,200.95.163.208/28,,HUAWEI,,-06:00
MME,YAXMM1,,200.95.163.208/28,,HUAWEI,,-06:00
MME,YAXMM2,,200.95.163.208/28,,HUAWEI,,-06:00
MME,YAXMM2,,200.95.163.208/28,,HUAWEI,,-06:00
MME,YAXMM2,,200.95.163.208/28,,HUAWEI,,-06:00
MSC,URRBC1,52 94100011980,,,Ericsson,,-06:00
MSC,iMSC,52 94100112250,,,-,-,-06:00
MSC,MSC1a-HUB,52 9410011228001,,,-,-,-06:00
MSC,MSC1b-HUB,52 9410011228011,,,-,-,-06:00
MSC/VLR,CUEBC1,52 94100000990,,,Ericsson,,-06:00
MSC/VLR,Cuautitlan Serve,52 94100001120,,,Ericsson,"HW MSC
336&448&560,
SW R9.1
and MSC 6,
SW:R10",-06:00
MSC/VLR,XOCBC1,52 94100002980,,,Ericsson,,-06:00
MSC/VLR,Malinche,52 94100003110,,,Ericsson,"HW MSC
336&448&560,
SW R9.1
and MSC 6,
SW:R10",-06:00
MSC/VLR,Nextengo3,52 94100004110,,,Ericsson,"HW MSC
336&448&560,
SW R9.1
and MSC 6,
SW:R10",-06:00
MSC/VLR,NEXBC1,52 94100004980,,,Ericsson,,-06:00
MSC/VLR,MEXGSA,52 94100005110,,,Ericsson,"HW MSC
336&448&560,
SW R9.1
and MSC 6,
SW:R10",-06:00
MSC/VLR,MEXSW6,52 94100005140,,,Ericsson,"HW MSC
336&448&560,
SW R9.1
and MSC 6,
SW:R10",-06:00
MSC/VLR,POPBC1,52 94100005980,,,Ericsson,,-06:00
MSC/VLR,Tecamachalco,52 94100006110,,,Ericsson,"HW MSC
336&448&560,
SW R9.1
and MSC 6,
SW:R10",-06:00
MSC/VLR,MEXSW4,52 94100006120,,,Ericsson,"HW MSC
336&448&560,
SW R9.1
and MSC 6,
SW:R10",-06:00
MSC/VLR,TECGL4,52 94100006710 00 / 99,,,,,-06:00
MSC/VLR,TECGL5,52 94100006720 00 / 99,,,,,-06:00
MSC/VLR,PACSW1,52 94100007110,,,Ericsson,"HW MSC
336&448&560,
SW R9.1
and MSC 6,
SW:R10",-06:00
MSC/VLR,PACBC1,52 94100007980,,,ERICSSON,,-06:00
MSC/VLR,Portales2,52 94100008110,,,Ericsson,"HW MSC
336&448&560,
SW R9.1
and MSC 6,
SW:R10",-06:00
MSC/VLR,CARBC1,52 94100009980,,,Ericsson,,-06:00
MSC/VLR,Urraza,52 94100011110,,,Ericsson,"HW MSC
336&448&560,
SW R9.1
and MSC 6,
SW:R10",-06:00
MSC/VLR,TOLBC1,52 94100012980,,,ERICSSON,,-06:00
