"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,52,245,103,104,,,,
,52,245,106,107,,,,
,52,245,109,109,,,,
,52,245,112,112,,,,
,52,245,114,115,,,,
,52,245,117,117,,,,
,52,245,119,119,,,,
,52,245,122,122,,,,
,52,245,132,132,,,,
,52,245,146,146,,,,
,52,245,154,155,,,,
,52,245,175,175,,,,
,52,245,450,450,,,,
,52,245,456,456,,,,
,52,246,100,104,,,,
,52,246,106,106,,,,
,52,246,109,111,,,,
,52,246,115,116,,,,
,52,246,121,129,,,,
,52,246,131,131,,,,
,52,246,133,135,,,,
,52,246,137,137,,,,
,52,246,141,142,,,,
,52,246,147,150,,,,
,52,246,156,158,,,,
,52,246,170,170,,,,
,52,246,175,176,,,,
,52,246,179,180,,,,
,52,246,190,193,,,,
,52,246,195,199,,,,
,52,246,218,225,,,,
,52,246,238,245,,,,
,52,246,268,268,,,,
,52,246,294,299,,,,
,52,246,304,304,,,,
,52,246,307,307,,,,
,52,246,309,311,,,,
,52,246,330,335,,,,
,52,246,354,354,,,,
,52,246,359,362,,,,
,52,246,364,364,,,,
,52,246,371,371,,,,
,52,246,396,396,,,,
,52,246,457,457,,,,
,52,246,469,470,,,,
