"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,52,463,101,101,,,,
,52,463,103,103,,,,
,52,463,106,107,,,,
,52,463,109,110,,,,
,52,463,115,115,,,,
,52,463,118,118,,,,
,52,463,121,122,,,,
,52,463,952,953,,,,
,52,464,100,100,,,,
,52,464,102,103,,,,
,52,464,105,106,,,,
,52,464,108,109,,,,
,52,464,114,120,,,,
,52,464,122,123,,,,
,52,464,139,141,,,,
,52,464,153,158,,,,
,52,464,167,169,,,,
,52,464,181,181,,,,
,52,464,192,192,,,,
,52,464,205,207,,,,
,52,464,212,215,,,,
,52,464,260,260,,,,
,52,464,566,566,,,,
,52,464,639,640,,,,
,52,464,644,645,,,,
,52,464,651,655,,,,
,52,465,101,101,,,,
,52,465,103,105,,,,
,52,465,107,109,,,,
,52,465,112,113,,,,
,52,465,117,120,,,,
,52,465,122,122,,,,
,52,465,126,129,,,,
,52,465,133,133,,,,
,52,465,149,151,,,,
,52,465,154,154,,,,
,52,465,162,163,,,,
,52,465,955,955,,,,
,52,466,100,101,,,,
,52,466,103,103,,,,
,52,466,105,105,,,,
,52,466,107,108,,,,
,52,466,110,110,,,,
,52,466,115,115,,,,
,52,466,119,121,,,,
