Node type,Node ID,GT address / Address range,"IP address /
Address range","IPv6 address /
Address range",Vendor info,"SW / HW
version","UTC
offset"
MSC/VLR,MLIGS2,52 94100079110,,,Ericsson,"HW MSC
336&448&560,
SW R9.1
and MSC 6,
SW:R10",-06:00
MSC/VLR,MLIBC1,52 94100079980,,,Ericsson,,-06:00
MSC/VLR,AGUSW2,52 94100091110,,,Ericsson,"HW MSC
336&448&560,
SW R9.1
and MSC 6,
SW:R10",-06:00
MSC/VLR,AGUBC1,52 94100091980,,,Ericsson,,-06:00
MSC/VLR,TUXSW2,52 94100094110,,,Ericsson,"HW MSC
336&448&560,
SW R9.1
and MSC 6,
SW:R10",-06:00
MSC/VLR,TECGL1,52 94100133500 00 / 99,,,,,-06:00
MSC/VLR,TECGL2,52 94100133510 00 / 99,,,,,-06:00
MSC/VLR,TECGL3,52 94100133540 00 / 99,,,,,-06:00
PGW,FREGSP,,200.95.161.111/32,,Huawei,UGW 9811,-06:00
PGW,NEX1VP,,200.95.160.17,,Affirmed,,-06:00
PGW,NEXGP3,,201.144.195.117/32,,,,-06:00
PGW,Nextengo2,,201.134.179.82/32,,,,-06:00
PGW,R2CLN1VGSP,,200.95.160.114,,,,+00:00
PGW,R2CLN1VGSP,,200.95.160.115,,,,-06:00
PGW,R4MAY3GSP,,200.68.141.247,,,,-06:00
PGW,R4REV3GSP,,200.68.140.243,,,,-06:00
PGW,R5FRE2GSP,,200.95.160.230,,,,-06:00
PGW,R5TLA1VGSP,,200.95.160.65/32,,HUAWEI,,-06:00
PGW,R5TLA2GSP,,200.95.160.227,,,,-06:00
PGW,R7FTH1GSP,,200.95.160.119/32,,,,-06:00
PGW,R9POR1GSP,,200.79.17.32/27,,Ericsson,,-06:00
PGW,VAL1VP,,200.95.160.20,,Affirmed,,-06:00
PGW,VALGP3,,201.144.195.123/32,,,,-06:00
PGW,Vallejo2,,201.134.179.83/32,,,,-06:00
PGW,,,201.134.179.1/32,,,,-06:00
PGW,NEXTENGO 3,,201.134.179.3/32,,,,-06:00
PGW,,,201.134.179.5/32,,,,-06:00
PGW,,,201.144.195.1/32,,,,-06:00
PGW,,,201.144.195.3/32,,,,-06:00
PGW,,,201.144.195.5/32,,,,-06:00
PGW,,,200.95.161.125/32,,,,-06:00
PGW,,,200.95.161.52/32,,,,-06:00
PGW,,,200.95.161.54/32,,,,-06:00
PGW,,,201.144.195.234/32,,,,-06:00
PGW,,,201.144.195.236/32,,,,-06:00
PGW,,,201.144.195.238/32,,,,-06:00
PGW,,,200.95.161.97/32,,,,-06:00
PGW,,,200.95.161.99/32,,,,-06:00
PGW,,,200.95.161.101/32,,,,-06:00
PGW,,,200.95.161.102/32,,,,-06:00
PGW,,,201.144.195.130/32,,,,-06:00
PGW,,,201.144.195.132/32,,,,-06:00
PGW,,,201.144.195.134/32,,,,-06:00
PGW,,,201.144.195.136/32,,,,-06:00
PGW,,,201.144.195.137/32,,,,-06:00
PGW,,,201.144.195.138/32,,,,-06:00
PGW,,,201.144.195.194/32,,,,-06:00
PGW,,,201.144.195.196/32,,,,-06:00
PGW,,,201.144.195.198/32,,,,-06:00
PGW,,,201.144.195.200/32,,,,-06:00
PGW,,,201.144.195.201/32,,,,-06:00
PGW,,,201.144.195.202/32,,,,-06:00
PGW,R8CAS1VGSP,,200.95.160.176/32,,,,-06:00
PGW,R1LOM1GSP,,200.95.160.8,,,,-06:00
PGW,R1LOM1GSP,,200.95.160.9,,,,-06:00
PGW,R1LOM1GSP,,200.95.160.10,,,,-06:00
