"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,52,639,471,471,,,,
,52,639,489,489,,,,
,52,639,501,501,,,,
,52,639,549,549,,,,
,52,641,102,102,,,,
,52,641,104,105,,,,
,52,641,107,107,,,,
,52,641,111,111,,,,
,52,641,116,116,,,,
,52,641,321,322,,,,
,52,641,326,327,,,,
,52,642,100,100,,,,
,52,642,104,104,,,,
,52,642,107,107,,,,
,52,642,109,109,,,,
,52,642,112,117,,,,
,52,642,134,137,,,,
,52,642,140,142,,,,
,52,642,145,153,,,,
,52,642,156,158,,,,
,52,642,160,160,,,,
,52,642,175,175,,,,
,52,642,197,197,,,,
,52,642,220,220,,,,
,52,642,423,423,,,,
,52,642,425,426,,,,
,52,642,428,428,,,,
,52,642,482,483,,,,
,52,642,853,853,,,,
,52,643,103,103,,,,
,52,643,106,106,,,,
,52,643,109,109,,,,
,52,644,100,103,,,,
,52,644,110,110,,,,
,52,644,114,115,,,,
,52,644,117,119,,,,
,52,644,121,122,,,,
,52,644,126,127,,,,
,52,644,129,129,,,,
,52,644,133,134,,,,
,52,644,137,143,,,,
,52,644,145,146,,,,
,52,644,149,150,,,,
,52,644,154,156,,,,
,52,644,159,159,,,,
