"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,52,288,219,219,,,,
,52,288,883,885,,,,
,52,288,889,889,,,,
,52,294,100,100,,,,
,52,294,103,103,,,,
,52,294,105,105,,,,
,52,294,107,107,,,,
,52,294,109,110,,,,
,52,294,114,115,,,,
,52,294,126,127,,,,
,52,294,129,129,,,,
,52,294,137,137,,,,
,52,294,139,140,,,,
,52,294,145,157,,,,
,52,294,168,170,,,,
,52,294,178,178,,,,
,52,294,199,200,,,,
,52,294,209,210,,,,
,52,294,238,239,,,,
,52,294,241,242,,,,
,52,294,941,941,,,,
,52,294,943,945,,,,
,52,294,949,949,,,,
,52,296,100,100,,,,
,52,296,102,102,,,,
,52,296,104,105,,,,
,52,296,107,110,,,,
,52,296,112,113,,,,
,52,296,116,117,,,,
,52,296,119,120,,,,
,52,296,132,132,,,,
,52,296,144,144,,,,
,52,296,152,152,,,,
,52,296,168,169,,,,
,52,296,183,183,,,,
,52,296,961,961,,,,
,52,296,964,964,,,,
,52,297,102,102,,,,
,52,297,104,104,,,,
,52,297,111,111,,,,
,52,297,116,116,,,,
,52,297,119,119,,,,
,52,297,130,130,,,,
,52,297,155,155,,,,
,52,297,970,970,,,,
