"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,52,429,105,105,,,,
,52,429,107,107,,,,
,52,429,109,109,,,,
,52,429,111,111,,,,
,52,429,113,113,,,,
,52,429,115,115,,,,
,52,429,119,120,,,,
,52,429,122,123,,,,
,52,429,130,130,,,,
,52,429,134,135,,,,
,52,429,140,140,,,,
,52,429,145,146,,,,
,52,429,173,174,,,,
,52,429,183,183,,,,
,52,429,697,697,,,,
,52,431,102,102,,,,
,52,431,105,105,,,,
,52,431,108,109,,,,
,52,431,113,113,,,,
,52,431,115,115,,,,
,52,431,124,124,,,,
,52,431,137,137,,,,
,52,432,100,100,,,,
,52,432,102,103,,,,
,52,432,105,105,,,,
,52,432,107,108,,,,
,52,432,110,110,,,,
,52,432,112,112,,,,
,52,432,114,116,,,,
,52,432,118,118,,,,
,52,432,122,122,,,,
,52,432,125,127,,,,
,52,432,131,133,,,,
,52,432,744,744,,,,
,52,432,749,749,,,,
,52,433,100,100,,,,
,52,433,103,103,,,,
,52,433,105,105,,,,
,52,433,108,109,,,,
,52,433,111,114,,,,
,52,433,117,117,,,,
,52,433,123,123,,,,
,52,433,880,880,,,,
,52,434,100,100,,,,
,52,434,103,108,,,,
