"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,52,483,116,122,,,,
,52,483,124,124,,,,
,52,483,127,134,,,,
,52,483,137,137,,,,
,52,483,360,360,,,,
,52,485,102,102,,,,
,52,485,104,104,,,,
,52,485,106,106,,,,
,52,485,108,108,,,,
,52,485,111,111,,,,
,52,485,116,116,,,,
,52,485,121,122,,,,
,52,485,124,124,,,,
,52,485,129,129,,,,
,52,485,135,136,,,,
,52,485,797,797,,,,
,52,486,100,100,,,,
,52,486,102,116,,,,
,52,486,118,118,,,,
,52,486,121,122,,,,
,52,486,126,126,,,,
,52,486,865,865,,,,
,52,487,100,102,,,,
,52,487,104,104,,,,
,52,487,107,107,,,,
,52,487,109,114,,,,
,52,487,116,116,,,,
,52,487,121,122,,,,
,52,487,124,126,,,,
,52,487,128,130,,,,
,52,487,133,136,,,,
,52,487,138,140,,,,
,52,487,143,149,,,,
,52,487,152,152,,,,
,52,487,154,156,,,,
,52,487,166,167,,,,
,52,487,194,196,,,,
,52,487,550,550,,,,
,52,487,875,875,,,,
,52,488,100,101,,,,
,52,488,105,105,,,,
,52,488,109,112,,,,
,52,488,114,114,,,,
,52,488,116,116,,,,
,52,488,120,120,,,,
