"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,52,449,576,587,,,,
,52,449,601,601,,,,
,52,449,635,635,,,,
,52,449,656,656,,,,
,52,449,677,677,,,,
,52,449,709,709,,,,
,52,449,712,712,,,,
,52,449,752,761,,,,
,52,449,804,807,,,,
,52,449,890,891,,,,
,52,449,897,898,,,,
,52,449,906,908,,,,
,52,449,911,911,,,,
,52,449,928,928,,,,
,52,449,930,930,,,,
,52,449,940,940,,,,
,52,449,960,960,,,,
,52,449,980,980,,,,
,52,449,990,990,,,,
,52,449,999,999,,,,
,52,451,102,102,,,,
,52,451,106,106,,,,
,52,451,109,109,,,,
,52,451,114,114,,,,
,52,452,100,108,,,,
,52,452,111,115,,,,
,52,452,120,123,,,,
,52,452,125,132,,,,
,52,452,134,136,,,,
,52,452,143,145,,,,
,52,452,149,150,,,,
,52,452,153,154,,,,
,52,452,156,159,,,,
,52,452,164,171,,,,
,52,452,175,182,,,,
,52,452,188,188,,,,
,52,452,190,204,,,,
,52,452,207,207,,,,
,52,452,222,222,,,,
,52,452,257,257,,,,
,52,452,281,285,,,,
,52,452,303,308,,,,
,52,452,316,316,,,,
,52,452,336,343,,,,
,52,452,443,443,,,,
