Node type,Node ID,GT address / Address range,"IP address /
Address range","IPv6 address /
Address range",Vendor info,"SW / HW
version","UTC
offset"
MSC/VLR,Anahuac,52 94100013110,,,Ericsson,"HW MSC
336&448&560,
SW R9.1
and MSC 6,
SW:R10",-06:00
MSC/VLR,MTYBC1,52 94100013980,,,ERICSSON,,-06:00
MSC/VLR,MTYGS1,52 94100014110,,,Ericsson,"HW MSC
336&448&560,
SW R9.1
and MSC 6,
SW:R10",-06:00
MSC/VLR,MTYBC3,52 94100014980,,,ERICSSON,,-06:00
MSC/VLR,MTYBC4,52 94100015980,,,ERICSSON,,-06:00
MSC/VLR,MTYGS2,52 94100016110,,,Ericsson,"HW MSC
336&448&560,
SW R9.1
and MSC 6,
SW:R10",-06:00
MSC/VLR,MTYBC2,52 94100016980,,,ERICSSON,,-06:00
MSC/VLR,Tampico,52 94100018110,,,Ericsson,"HW MSC
336&448&560,
SW R9.1
and MSC 6,
SW:R10",-06:00
MSC/VLR,TAMBC1,52 94100018980,,,ERICSSON,,-06:00
MSC/VLR,Banderas3,52 94100020110,,,Ericsson,"HW MSC
336&448&560,
SW R9.1
and MSC 6,
SW:R10",-06:00
MSC/VLR,GDLBC1,52 94100020980,,,Ericsson,,-06:00
MSC/VLR,GDLGS4,52 94100021110,,,Ericsson,"HW MSC
336&448&560,
SW R9.1
and MSC 6,
SW:R10",-06:00
MSC/VLR,GDLSW4,52 94100021120,,,Ericsson,"HW MSC
336&448&560,
SW R9.1
and MSC 6,
SW:R10",-06:00
MSC/VLR,TLAR1,52 94100021130,,,Ericsson,"HW MSC
336&448&560,
SW R9.1
and MSC 6,
SW:R10",-06:00
MSC/VLR,GDLBC2,52 94100021980,,,Ericsson,,-06:00
MSC/VLR,GDLGS5,52 94100023110,,,Ericsson,"HW MSC
336&448&560,
SW R9.1
and MSC 6,
SW:R10",-06:00
MSC/VLR,GDLBC4,52 94100023980,,,ERICSSON,,-06:00
MSC/VLR,Fuentes2,52 94100024110,,,Ericsson,"HW MSC
336&448&560,
SW R9.1
and MSC 6,
SW:R10",-06:00
MSC/VLR,GDLBC3,52 94100024980,,,ERICSSON,,-06:00
MSC/VLR,MORGS1,52 94100025110,,,Ericsson,"HW MSC
336&448&560,
SW R9.1
and MSC 6,
SW:R10",-06:00
MSC/VLR,MORBC1,52 94100025980,,,Ericcson,,-06:00
MSC/VLR,ACABC1,52 94100027980,,,,,-06:00
MSC/VLR,OAXBC1,52 94100029980,,,Ericsson,,-06:00
MSC/VLR,La Paz3,52 94100030110,,,Ericsson,"HW MSC
336&448&560,
SW R9.1
and MSC 6,
SW:R10",-06:00
MSC/VLR,PUEBC2,52 94100030980,,,Ericsson,,-06:00
