"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,52,229,499,499,,,,
,52,229,519,531,,,,
,52,229,539,540,,,,
,52,229,548,553,,,,
,52,229,559,561,,,,
,52,229,576,579,,,,
,52,229,612,612,,,,
,52,229,619,619,,,,
,52,229,634,636,,,,
,52,229,639,639,,,,
,52,229,665,667,,,,
,52,229,682,682,,,,
,52,229,684,684,,,,
,52,229,732,734,,,,
,52,229,778,781,,,,
,52,229,900,900,,,,
,52,229,903,909,,,,
,52,229,911,915,,,,
,52,229,918,919,,,,
,52,229,929,930,,,,
,52,229,940,940,,,,
,52,229,950,951,,,,
,52,229,957,960,,,,
,52,229,968,968,,,,
,52,229,977,978,,,,
,52,229,984,985,,,,
,52,229,987,987,,,,
,52,231,100,100,,,,
,52,231,103,103,,,,
,52,231,106,108,,,,
,52,231,110,110,,,,
,52,231,112,113,,,,
,52,231,116,117,,,,
,52,231,120,122,,,,
,52,231,129,129,,,,
,52,231,138,138,,,,
,52,231,140,145,,,,
,52,231,150,151,,,,
,52,231,156,157,,,,
,52,231,174,176,,,,
,52,231,186,186,,,,
,52,231,205,207,,,,
,52,231,218,218,,,,
,52,231,231,233,,,,
,52,231,251,251,,,,
