"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,52,993,152,157,,,,
,52,993,159,160,,,,
,52,993,165,167,,,,
,52,993,169,170,,,,
,52,993,175,177,,,,
,52,993,188,190,,,,
,52,993,192,202,,,,
,52,993,205,219,,,,
,52,993,221,225,,,,
,52,993,227,236,,,,
,52,993,238,243,,,,
,52,993,250,252,,,,
,52,993,258,265,,,,
,52,993,277,281,,,,
,52,993,283,292,,,,
,52,993,300,302,,,,
,52,993,304,306,,,,
,52,993,311,311,,,,
,52,993,320,320,,,,
,52,993,330,330,,,,
,52,993,340,340,,,,
,52,993,342,346,,,,
,52,993,348,348,,,,
,52,993,359,359,,,,
,52,993,369,375,,,,
,52,993,377,379,,,,
,52,993,382,389,,,,
,52,993,391,392,,,,
,52,993,394,404,,,,
,52,993,411,411,,,,
,52,993,428,438,,,,
,52,993,468,468,,,,
,52,993,483,483,,,,
,52,993,513,514,,,,
,52,993,516,518,,,,
,52,993,523,523,,,,
,52,993,535,535,,,,
,52,993,561,561,,,,
,52,993,568,568,,,,
,52,993,587,587,,,,
,52,993,589,591,,,,
,52,993,603,603,,,,
,52,993,621,621,,,,
,52,993,650,650,,,,
,52,994,101,108,,,,
