"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,52,614,227,231,,,,
,52,614,234,235,,,,
,52,614,239,247,,,,
,52,614,249,256,,,,
,52,614,268,268,,,,
,52,614,275,281,,,,
,52,614,283,286,,,,
,52,614,289,289,,,,
,52,614,336,340,,,,
,52,614,342,345,,,,
,52,614,347,347,,,,
,52,614,349,349,,,,
,52,614,351,358,,,,
,52,614,360,379,,,,
,52,614,381,386,,,,
,52,614,394,394,,,,
,52,614,400,401,,,,
,52,614,403,409,,,,
,52,614,427,427,,,,
,52,614,444,444,,,,
,52,614,447,447,,,,
,52,614,451,451,,,,
,52,614,453,454,,,,
,52,614,456,458,,,,
,52,614,460,471,,,,
,52,614,473,477,,,,
,52,614,479,480,,,,
,52,614,486,488,,,,
,52,614,494,496,,,,
,52,614,502,504,,,,
,52,614,509,516,,,,
,52,614,528,540,,,,
,52,614,546,556,,,,
,52,614,564,564,,,,
,52,614,570,570,,,,
,52,614,593,595,,,,
,52,614,597,610,,,,
,52,614,624,624,,,,
,52,614,645,645,,,,
,52,614,659,660,,,,
,52,614,668,668,,,,
,52,614,686,687,,,,
,52,614,706,707,,,,
,52,614,710,711,,,,
,52,615,103,104,,,,
