"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,52,281,106,106,,,,
,52,281,109,109,,,,
,52,281,112,112,,,,
,52,281,126,128,,,,
,52,281,155,155,,,,
,52,281,869,870,,,,
,52,281,879,879,,,,
,52,282,100,101,,,,
,52,282,103,105,,,,
,52,282,107,108,,,,
,52,282,110,111,,,,
,52,282,118,119,,,,
,52,282,123,123,,,,
,52,282,126,131,,,,
,52,282,134,134,,,,
,52,282,140,141,,,,
,52,282,148,150,,,,
,52,282,159,161,,,,
,52,282,168,168,,,,
,52,282,171,171,,,,
,52,282,555,555,,,,
,52,282,825,825,,,,
,52,282,829,829,,,,
,52,283,100,100,,,,
,52,283,102,102,,,,
,52,283,104,126,,,,
,52,283,128,132,,,,
,52,283,134,134,,,,
,52,283,138,140,,,,
,52,283,144,144,,,,
,52,283,554,554,,,,
,52,283,873,874,,,,
,52,283,876,876,,,,
,52,284,100,100,,,,
,52,284,102,102,,,,
,52,284,104,104,,,,
,52,284,106,106,,,,
,52,284,108,110,,,,
,52,284,112,112,,,,
,52,284,114,114,,,,
,52,284,118,118,,,,
,52,284,121,121,,,,
,52,284,124,124,,,,
,52,284,551,551,,,,
,52,285,100,100,,,,
