"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,52,331,599,608,,,,
,52,331,690,724,,,,
,52,331,735,774,,,,
,52,331,785,799,,,,
,52,331,819,848,,,,
,52,331,850,850,,,,
,52,331,852,895,,,,
,52,331,901,908,,,,
,52,331,910,918,,,,
,52,332,017,022,,,,
,52,332,026,057,,,,
,52,332,128,128,,,,
,52,332,150,151,,,,
,52,332,154,194,,,,
,52,332,199,260,,,,
,52,332,299,299,,,,
,52,332,483,483,,,,
,52,332,588,640,,,,
,52,332,735,735,,,,
,52,332,781,825,,,,
,52,332,827,841,,,,
,52,332,914,973,,,,
,52,332,975,975,,,,
,52,332,977,978,,,,
,52,332,997,999,,,,
,52,333,004,029,,,,
,52,333,031,038,,,,
,52,333,043,043,,,,
,52,333,054,054,,,,
,52,333,056,056,,,,
,52,333,104,108,,,,
,52,333,115,119,,,,
,52,333,130,131,,,,
,52,333,137,143,,,,
,52,333,150,150,,,,
,52,333,152,154,,,,
,52,333,156,159,,,,
,52,333,170,179,,,,
,52,333,181,185,,,,
,52,333,195,201,,,,
,52,333,218,248,,,,
,52,333,250,259,,,,
,52,333,270,270,,,,
,52,333,314,315,,,,
,52,333,390,394,,,,
