"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,52,878,770,770,,,,
,52,878,785,785,,,,
,52,878,788,791,,,,
,52,891,105,105,,,,
,52,891,110,110,,,,
,52,891,112,113,,,,
,52,891,115,115,,,,
,52,891,117,117,,,,
,52,891,121,121,,,,
,52,891,124,126,,,,
,52,891,969,969,,,,
,52,892,100,100,,,,
,52,892,104,106,,,,
,52,892,108,108,,,,
,52,894,100,100,,,,
,52,894,105,105,,,,
,52,894,126,126,,,,
,52,894,133,133,,,,
,52,894,143,143,,,,
,52,894,151,153,,,,
,52,894,818,818,,,,
,52,894,841,842,,,,
,52,894,846,846,,,,
,52,894,850,850,,,,
,52,894,882,882,,,,
,52,897,100,100,,,,
,52,897,102,102,,,,
,52,897,107,107,,,,
,52,897,114,114,,,,
,52,897,120,120,,,,
,52,897,128,128,,,,
,52,897,138,138,,,,
,52,897,144,144,,,,
,52,897,971,971,,,,
,52,897,973,973,,,,
,52,897,979,980,,,,
,52,899,100,101,,,,
,52,899,103,120,,,,
,52,899,122,126,,,,
,52,899,133,134,,,,
,52,899,145,146,,,,
,52,899,149,149,,,,
,52,899,155,160,,,,
,52,899,162,165,,,,
,52,899,168,170,,,,
