"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,52,557,317,318,,,,
,52,557,321,444,,,,
,52,557,447,520,,,,
,52,557,569,570,,,,
,52,557,648,649,,,,
,52,557,785,785,,,,
,52,557,828,999,,,,
,52,558,003,056,,,,
,52,558,058,081,,,,
,52,558,283,283,,,,
,52,558,441,441,,,,
,52,558,460,460,,,,
,52,558,462,462,,,,
,52,558,557,581,,,,
,52,558,609,609,,,,
,52,558,621,623,,,,
,52,558,625,625,,,,
,52,558,665,667,,,,
,52,558,695,695,,,,
,52,558,750,750,,,,
,52,558,787,787,,,,
,52,558,789,789,,,,
,52,558,840,840,,,,
,52,558,842,842,,,,
,52,558,996,996,,,,
,52,559,103,111,,,,
,52,559,139,139,,,,
,52,559,161,170,,,,
,52,559,185,199,,,,
,52,559,488,488,,,,
,52,561,000,000,,,,
,52,561,201,201,,,,
,52,561,527,534,,,,
,52,561,685,689,,,,
,52,561,730,731,,,,
,52,561,782,782,,,,
,52,561,984,999,,,,
,52,562,000,003,,,,
,52,562,054,065,,,,
,52,562,318,322,,,,
,52,562,540,574,,,,
,52,562,995,995,,,,
,52,563,146,152,,,,
,52,563,224,231,,,,
,52,563,945,956,,,,
