"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,52,961,476,476,,,,
,52,961,514,514,,,,
,52,961,516,516,,,,
,52,961,544,544,,,,
,52,961,551,551,,,,
,52,961,555,555,,,,
,52,961,579,580,,,,
,52,961,592,592,,,,
,52,961,603,603,,,,
,52,961,607,608,,,,
,52,961,610,610,,,,
,52,961,638,638,,,,
,52,961,649,650,,,,
,52,961,652,652,,,,
,52,961,654,655,,,,
,52,961,659,660,,,,
,52,961,667,668,,,,
,52,961,686,686,,,,
,52,961,701,701,,,,
,52,961,708,709,,,,
,52,962,100,115,,,,
,52,962,119,119,,,,
,52,962,121,122,,,,
,52,962,124,124,,,,
,52,962,126,127,,,,
,52,962,129,139,,,,
,52,962,141,152,,,,
,52,962,163,170,,,,
,52,962,184,190,,,,
,52,962,209,223,,,,
,52,962,228,228,,,,
,52,962,238,243,,,,
,52,962,251,260,,,,
,52,962,265,265,,,,
,52,962,269,273,,,,
,52,962,282,296,,,,
,52,962,299,299,,,,
,52,962,358,358,,,,
,52,962,381,385,,,,
,52,962,399,404,,,,
,52,962,419,428,,,,
,52,962,446,450,,,,
,52,962,529,529,,,,
,52,962,601,601,,,,
,52,962,606,606,,,,
