"CCITT E.164
Number series","Country
Code (CC)","National
Destination
Code (NDC)",SN Range Start,SN Range Stop,"Primary
International
DPC","Secondary
International
DPC","MVNO
Number",Location
MSISDN number ranges (s),,,,,,,,
,52,376,110,110,,,,
,52,376,116,116,,,,
,52,377,101,101,,,,
,52,377,104,104,,,,
,52,378,100,104,,,,
,52,378,107,110,,,,
,52,378,112,118,,,,
,52,378,121,122,,,,
,52,378,124,124,,,,
,52,378,133,135,,,,
,52,378,141,143,,,,
,52,378,148,149,,,,
,52,378,164,164,,,,
,52,378,185,186,,,,
,52,378,203,204,,,,
,52,378,231,231,,,,
,52,378,708,711,,,,
,52,378,731,731,,,,
,52,378,786,786,,,,
,52,378,790,790,,,,
,52,378,885,885,,,,
,52,378,906,906,,,,
,52,381,101,101,,,,
,52,381,105,105,,,,
,52,382,101,101,,,,
,52,382,109,109,,,,
,52,383,101,101,,,,
,52,383,107,107,,,,
,52,384,100,100,,,,
,52,384,103,104,,,,
,52,384,107,107,,,,
,52,384,109,109,,,,
,52,384,113,113,,,,
,52,384,115,115,,,,
,52,384,117,119,,,,
,52,384,121,121,,,,
,52,384,135,136,,,,
,52,384,166,166,,,,
,52,385,101,101,,,,
,52,385,104,104,,,,
,52,386,100,100,,,,
,52,386,103,106,,,,
,52,386,108,109,,,,
,52,386,111,113,,,,
,52,386,115,115,,,,
